mtWmPoiId,sold,star,deliverTime,minDeliverFee,minFee,brand,overtimePaymentSupported,isNewShopPromotion,extraService,name
32991,561,45,53,6,0,true,false,0,false,人民公社（五道口店）
684443,1993,47,30,7,20,true,false,0,true,果多美（苏州街店）
962111,226,46,39,4,0,false,false,0,false,驴肉火烧（中关村店）
553804,448,47,47,2,30,false,false,0,false,壹加壹炸鸡
1175082,826,49,30,7,20,true,false,0,true,恋暖初茶(北京新中关店)
1897263,75,40,30,3,20,true,false,0,false,京城小江南小排档（中关村店）
2375410,6,0,55,3,15,false,false,1,false,手工水饺
1658206,873,49,33,7,30,true,false,0,true,满记甜品（北京新中关店）
153404,46,38,30,6,20,true,false,0,true,夹拣成厨麻辣烫（中关村家乐福店）
630926,264,49,57,8,60,true,false,0,false,呷哺呷哺(苏州街)
2273425,124,47,32,3,0,false,false,0,false,悦宴酒楼
917780,693,46,53,0,0,false,false,0,false,爱尚炸鸡店
1934488,122,46,37,3,0,false,false,0,false,彩虹盒子
2006011,561,49,31,6,20,true,false,0,true,米芝莲（欧美汇店）
380029,34,41,40,6,20,true,false,0,true,禾绿回转寿司(新中关店)
213745,814,47,30,7,27,true,false,0,true,鲜芋仙（新中关店）
724221,99,42,30,5,20,true,false,0,true,永和大王（中关三店BJ027）
1802416,56,44,32,6,20,true,false,0,true,Oumuni韩式炸鸡（中关村店）
1932605,34,48,37,3,0,false,false,0,false,晓艾生煎（中关村店）
2062961,29,48,34,3,0,false,false,0,false,主食厨房香河肉饼
1115215,99,45,34,4,0,false,false,0,false,传厨螺蛳粉（五道口店）
1291370,77,46,83,0,50,false,false,0,false,Yummy Box 美盒比萨（五道口店）
1934535,86,50,35,6,25,false,false,0,true,四环冷面王(食宝街店)
708539,70,43,41,6,20,true,false,0,true,中8楼（中关村店）
861539,157,41,30,3,20,true,false,0,false,木桶三国（中关村店）
2364005,619,48,30,7,20,true,false,0,true,CoCo都可（中关村店）
284677,177,45,50,3,20,false,false,0,false,桂林米粉（蓝旗营店）
244225,401,47,50,8,150,false,false,0,false,炸鸡情侣（来自星星的炸鸡）
963682,377,47,31,3,15,false,false,0,false,第一佳大鸡排（官方自营店）
1981681,133,47,33,4,0,false,false,0,false,南西老北京炸鸡
2011028,122,49,36,5,20,false,false,0,true,弹丸滋地（中关村店）
758869,120,47,31,5,20,false,false,0,true,caffebene(中关村店)
1813802,14,49,55,5,20,false,false,0,true,YONAMJA料理男子（北大西门店）
1931520,181,47,73,0,100,true,false,0,false,站点比萨(万柳华联餐厅)
779442,402,48,55,10,100,false,false,0,false,韩国炸鸡���（Call Dak）
1924135,69,41,33,3,0,false,false,0,false,奶茶嫁给粉
1943658,145,42,32,3,0,false,false,0,false,阿呆的厨房（米粉，面条，咖喱饭）
795020,1887,48,45,3,0,false,false,0,false,水果切
914484,168,47,62,16,50,false,false,0,false,CFB炸鸡啤酒
85064,770,43,64,6,50,false,false,0,false,约克比萨
880771,1091,45,35,25,80,false,false,0,false,爱吾快餐
289713,78,44,76,5,25,true,false,0,false,猫眼比萨
2183515,71,36,53,7,10,false,false,0,false,石记桂林米粉
2098554,104,46,40,4,0,false,false,0,false,啊哈哈新疆米粉
1176834,110,48,53,12,150,false,false,0,false,宾仔玥饺子馆
1159237,52,48,36,6,20,true,false,0,true,心泰心厨(欧美汇店)
2267368,1698,47,36,5,15,false,false,0,false,知味轩麻辣香锅（双安店）
192384,123,47,78,6,25,false,false,0,false,汉中凉皮(肉夹馍)
2107321,74,50,31,3,0,false,false,0,false,味滋味炸鸡汉堡（中关村店）
2441168,9,0,50,0,0,false,false,1,false,金果果果蔬
1922361,84,49,31,6,20,false,false,0,true,武林峰茶馆
1662617,79,44,39,6,20,false,false,0,true,神话烤鱼（五道口店）
1264467,676,47,62,10,50,false,false,0,false,和庆斋火爆炸鸡店
457527,422,49,32,6,20,true,false,0,true,周黑鸭(北京新中关店)
740063,126,46,155,5,50,false,false,0,false,哥们儿de小馆儿
2158334,184,47,30,5,30,false,false,0,true,珠荟啡（食宝街店）
536634,26,47,50,0,65,false,false,0,false,韩食轩韩国料理
1009975,315,45,53,3,25,false,false,0,false,霸王鸡排（人民大学店）
2208995,167,50,34,5,20,true,false,0,true,水果先生（融科资讯大厦店）
1877151,61,41,58,10,80,false,false,0,false,FCJ炸鸡＆啤酒
1398031,700,48,33,4,0,false,false,0,false,沐菓MUCO（华清嘉园店）
1844386,300,45,57,3,0,false,false,0,false,Wuli花甲（五道口店）
1954366,356,48,33,3,20,false,false,0,false,茶桔便hey juice（新中关店）
556412,69,49,54,5,20,false,false,0,true,全聚德（清华园店）
1076122,292,49,30,7,20,true,false,0,true,鲜芋仙（龙湖星悦荟店）
374250,835,45,52,12,40,false,false,0,false,金釜山紫菜包饭盐酥鸡
2307524,36,0,30,3,20,false,false,0,false,小红蕃薯
1011616,147,44,30,6,20,false,false,0,true,川蜀家常菜
2203853,60,40,38,4,15,false,false,0,false,大鱼小酸菜鱼（五道口店）
2406351,0,0,50,6,20,false,false,1,false,赛易味
1186848,14,0,55,3,20,false,false,0,false,马玉涛麻辣烫
2190914,149,46,30,3,20,false,false,0,false,小蹄大作（中关村店）
457534,956,48,30,6,20,true,false,0,true,周黑鸭(北京清华大学店)
2360420,203,47,36,3,15,false,false,1,false,快乐柠檬（新中关店）
1101682,54,44,30,5,20,false,false,0,true,雪冰（中关村图书大厦店）
633898,1168,48,33,3,0,true,false,0,false,地下铁（旺角站）
1073802,2503,47,40,7,50,true,false,0,false,royaltea皇茶（御品贡茶）
2356460,47,48,53,3,0,false,false,0,false,鲜果π（中关���店）
805819,77,41,30,3,20,false,false,0,false,山西面食馆（中关村店）
460145,59,43,30,7,20,false,false,0,true,中国兰州牛肉拉面（人大附中店）
2046469,16,0,42,3,0,false,false,0,false,丹麦蜂蜜大麻花（中关村店）
1337423,109,50,30,6,30,true,false,0,true,salud（撒露）冻酸奶（欧美汇店）
1478042,4,0,55,6,20,false,false,0,true,旧味餐吧(中关村店)
606461,471,48,31,7,20,true,false,0,true,四云奶盖贡茶(新中关店)
2163923,406,44,57,2,40,false,false,0,false,爱尚炸鸡（清华东路店）
2253656,1050,47,50,5,0,false,false,0,false,果缤纷鲜果切
669637,136,47,34,6,20,false,false,0,true,胡子淑淑日韩料理
1421361,176,47,43,5,20,true,false,0,false,丰四水果（中关村店）
279078,551,49,30,6,20,true,false,0,true,周黑鸭(北京中关村店)
469825,33,47,37,5,20,false,false,0,true,满盆香水煮鱼
1033829,144,49,35,4,15,false,false,0,false,文记金牌烤肉
1101452,18,0,30,5,20,false,false,0,true,磁福酒楼
1183095,49,44,30,3,20,false,false,0,false,三秦味道
607670,66,49,30,6,20,false,false,0,true,茶大爷（欧美汇店）
2211524,39,48,33,5,20,false,false,0,true,知味湘
981948,533,47,57,20,60,false,false,0,false,韩国炸鸡
2246750,205,44,38,8,30,false,false,0,false,龙虾盖浇饭（麻辣小龙虾）
633211,255,48,30,7,20,true,false,0,true,鲜果时间（中关村店）
1557839,129,47,37,4,0,false,false,0,false,赛百味（中关村店）
841845,226,48,30,7,20,true,false,0,true,西树泡芙(欧美汇店)
344233,178,45,57,5,35,false,false,0,false,西门烤翅（西苑店）
2399717,11,0,55,3,15,false,false,1,false,美味炸鸡汉堡
2239364,168,47,65,20,0,true,false,0,false,麻辣诱惑·小龙虾外送（苏州桥店���
1927113,55,46,30,5,20,false,false,0,true,面包与枪支丨生活餐厅（中关村店）
1802627,60,49,30,3,20,false,false,0,false,老北京冰糖葫芦
169263,41,47,30,5,30,true,false,0,true,面爱面（左岸工社店）
1350219,36,45,30,5,20,false,false,0,true,阿娜尔罕（新疆风味餐厅）
96975,1589,46,50,15,30,false,false,0,false,江湖麻辣烫
1310085,244,47,62,2,20,false,false,0,false,一品香韩国料理炸鸡
907393,93,49,35,6,20,true,false,0,true,薡茶（五道口店）
810531,87,50,30,5,20,true,false,0,true,ZOOCOFFEE（硅谷大厦店）
1250780,595,48,50,3,20,false,false,0,false,奶盖贡茶（大运村店）
1838716,32,40,50,9,59,false,false,0,false,快客披萨
2145299,72,50,50,8,0,true,false,0,false,达美乐比萨（左岸店）
613316,172,49,47,3,25,false,false,0,false,翅客
543422,3,0,30,6,20,true,false,0,true,尚仔便当（中关村店）
2198759,48,41,33,3,15,false,false,0,false,渝品鲜（中关村店）
456806,323,49,50,5,20,true,false,0,false,MusangKing猫山王
454200,38,48,34,5,25,true,false,0,true,嘎嘎铺老鸭粉丝汤（家乐福店）
1485412,248,47,65,3,0,false,false,0,false,农村果园水果切（中关村店）
2133753,19,0,42,4,15,false,false,0,false,大厨小陕
921855,18,0,30,4,0,false,false,0,false,如意馄钝（人大西门店）
1427709,64,40,95,11,50,false,false,0,false,酸菜鱼传奇
2055083,53,46,32,4,15,false,false,0,false,砂锅时代过桥米线（人大西门店）
157277,23,42,30,5,20,true,false,0,true,马兰拉面（化工大厦店）
680394,206,48,31,6,28,true,false,0,true,聚点串吧（中关村店）
2304888,72,40,42,3,0,false,false,0,false,万合升
2287473,10,0,33,5,20,true,false,0,false,曲家饺子（鼎���大厦店）
1275245,70,45,62,10,0,false,false,0,false,芭特轻奢千层蛋糕
901102,88,46,58,8,39,false,false,0,false,好食佬品质鲜果
2011425,8,0,40,5,20,false,false,0,true,沙弥米线（中关村店）
224027,1999,47,59,7,0,false,false,0,false,麻辣村.麻辣香锅烤鱼
1015099,50,47,30,5,20,false,false,0,true,渝州家厨
1711498,11,42,30,6,20,false,false,0,true,蜀品香
1442409,385,48,44,6,20,false,false,0,true,阿福冰室（五道口店）
2293013,1,0,63,3,0,false,false,0,false,水城黄焖鸡米饭（中关村）
1810007,64,48,66,8,20,false,false,0,false,勺勺炸鸡（上地华联店）
714813,278,43,52,10,20,true,false,0,false,贡茶
572394,630,44,34,3,0,true,false,0,false,杨国福麻辣烫（中关村店）
1812254,71,43,35,4,20,false,false,0,false,名客佳大鸡排（王庄路店）
1289633,1069,47,36,3,15,true,false,0,false,小蹄大作（五道口店）
2380742,29,34,55,3,15,false,false,1,false,有皮有陷手工水饺
887993,169,47,63,4,15,false,false,0,false,未名鲜果切
2189670,21,0,47,6,20,true,false,1,true,胡椒厨房（新中关店）
1444031,172,47,31,5,20,false,false,0,true,BunnyDrop白兔糖咖啡西餐（五道口店）
2435542,4,0,50,6,20,false,false,1,false,果果来了鲜果切（西直门店）
826786,14,40,55,3,0,false,false,0,false,好运手工水饺
229264,459,48,59,10,0,false,false,0,false,麻辣村香锅•烤鱼
2407645,6,0,30,7,0,false,false,1,false,湘南情（湘菜）
569212,7,0,55,6,20,false,false,0,true,悦来食尚
1981265,9,0,32,2,15,false,false,0,false,辣滋味铁锅吧
2092649,169,47,41,5,30,false,false,0,false,江同学烤蹄（中关村店���
1626400,265,45,49,0,39,false,false,0,false,快乐果匠（五道口店）
1508078,44,48,45,10,0,false,false,0,false,枣糕王（苏州街店）
2170617,188,49,46,4,15,false,false,0,false,江同学烤蹄(五道口店)
2311350,47,48,31,5,20,false,false,0,true,海对面海虾捞面（中关村店）
57025,2184,45,57,5,0,true,false,0,false,裸奔披萨
1981894,89,48,35,4,0,false,false,0,false,味芝客
1901226,49,47,44,6,25,false,false,0,true,咖喱荣（澳门菜）
1899210,196,48,73,20,86,false,false,0,false,禾重寿司
1145657,1650,48,79,46,150,true,false,0,false,村上一屋日料寿司
1483953,116,41,36,2,20,false,false,0,false,中国兰州牛肉拉面（清真）
1808735,22,0,52,5,20,false,false,0,true,昶丰臭桂鱼
1461759,218,49,50,25,80,false,false,0,false,极速凡仔汉堡
321358,65,40,30,4,15,false,false,0,false,重庆福缘麻辣烫
320591,70,42,35,6,30,true,false,0,true,树心旁芝士小栈（欧美汇店）
1682163,934,48,75,35,150,false,false,0,false,昨昔雨参鸡汤
2077670,3,0,30,3,20,false,false,0,false,精粮面庄（中关村店）
2293587,9,0,38,3,20,false,false,0,false,木一米鲜花饼（食宝街）
2321843,0,0,55,3,0,false,false,1,false,张姐烤肉拌饭（中关村店）
2384721,9,0,36,3,20,false,false,1,false,虾吃虾涮（清华大学店）
380282,797,48,50,19,0,true,false,0,false,兄鸡（簋街总店）
627541,69,39,39,5,20,true,false,0,true,福海居（中关村）
1241559,229,47,58,5,25,false,false,0,false,果真如此
1046360,9,0,30,4,0,false,false,0,false,七道茶餐厅
401864,131,49,172,0,0,false,false,0,false,五谷膳食食疗&花草茶
457371,274,48,30,9,20,true,false,0,true,周黑鸭(北京苏州桥店)
842004,4,0,48,5,20,false,false,0,true,怡宾烤鸭店
1297043,14,47,31,6,20,false,false,0,true,馨味来鲜奶屋（中关村店）
258824,698,46,50,30,200,true,false,0,false,德克士雅酷店
2365152,53,46,60,35,0,false,false,0,false,蛙辣哇啦川湘菜（苹果园店）
1595315,480,49,69,38,98,false,false,0,false,千寿参鸡汤
366910,222,45,49,8,28,false,false,0,false,快乐果匠苏州街店（原果鲜斋）
1014933,241,44,63,8,45,false,false,0,false,果真鲜（金源店）
1859837,310,45,56,5,30,false,false,0,false,港记甜品
2163209,37,47,32,3,20,false,false,0,false,中国兰州牛肉拉面
168996,248,48,58,8,68,true,false,0,false,麻辣村香锅烤鱼（朝阳店）
489515,54,49,85,40,128,true,false,0,false,叫个鸭子（六里桥店）
1243691,559,47,62,19,49,false,false,0,false,麻辣源（西坝河店）
37752,460,46,50,3,0,false,false,0,false,两口一串
663668,417,47,55,7,0,false,false,0,false,奔跑吧香锅烤鱼
1864149,1016,47,94,46,150,true,false,0,false,村上一屋日料寿司（双井店）
368171,47,43,30,6,20,true,false,0,true,吉吉熊比萨（中关村店）
823624,748,48,50,30,110,false,false,0,false,CFB炸鸡啤酒（亚运村店）
1110692,900,45,58,14,0,false,false,0,false,CFB啤酒炸鸡（新街口店）
568991,14,0,49,6,20,true,false,0,true,零度空间（五道口店）
166269,317,48,68,8,98,true,false,0,false,麻辣村香锅烤鱼（广渠门店）
2116458,59,49,50,36,0,false,false,0,false,狂热龙虾节
1391957,1603,47,57,10,0,false,false,0,false,花果园（水果切）
1191507,45,49,70,3,35,false,false,0,false,枣糕王
514776,935,46,81,35,0,true,false,0,false,蛙蛙叫干锅年代（总店）
1552416,910,45,67,46,20,true,false,0,false,村上一屋日料寿司（棕榈泉店）
2180820,1410,47,36,3,0,false,false,0,false,鲍师傅糕点（中关村店）
1342213,113,48,68,10,68,false,false,0,false,麻辣香锅烤鱼坊
1568274,864,48,50,26,48,false,false,0,false,诚橙水果超市（水果切）
2190677,144,48,50,35,88,false,false,0,false,百花亭参鸡汤
195729,95,49,34,3,15,false,false,0,false,沙县小吃（财智店）
164948,5988,48,62,6,20,true,false,0,false,果腿儿鲜果切
227659,351,43,66,15,50,false,false,0,false,欧麦甜品烘焙
1157646,9,0,30,3,0,false,false,0,false,香锅工厂（中关村）
1473376,10,0,50,25,168,true,false,0,false,新辣道鱼火锅(北京欧美汇店)
2122513,642,46,60,36,100,true,false,0,false,村上一屋日料寿司（三里屯店）
2210238,9,0,30,3,20,false,false,0,false,新加坡美食鼎好美食广场
748433,16,0,30,6,30,false,false,0,true,陕西富平人家
430151,438,44,42,10,30,false,false,0,false,港记甜品（林大店）
1466086,50,49,50,22,68,false,false,0,false,营养鲜果庄园（枫蓝国际店）
2227418,66,39,55,3,0,false,false,0,false,沙县小吃（中关村店）
891927,41,43,31,3,27,true,false,0,false,赛百味（新中关店）
331514,275,49,62,8,68,true,false,0,false,麻辣村香锅烤鱼
1813720,124,49,70,39,100,false,false,0,false,妈咪棒韩式炸鸡（双桥店）
1406703,2291,49,88,49,158,true,false,0,false,河风精致寿司
2098764,750,48,50,35,60,false,false,0,false,沙卡拉卡私厨手工沙拉
2332695,30,47,50,2,50,false,false,0,false,898炸鸡
2011454,23,41,30,5,20,false,false,0,true,芋观园
179501,556,48,61,7,0,false,false,0,false,麻辣村麻辣香锅烤鱼外卖
875063,0,0,55,3,20,false,false,0,false,鼎鸿美食（川鼎香）
788230,0,0,50,12,50,false,false,0,false,九隆铁板烧
1655137,221,49,88,20,0,false,false,0,false,美蛙（望京店）
1937157,404,44,50,40,50,false,false,0,false,壹手盐帮（家常菜·冒菜）
1104127,587,46,54,8,88,false,false,0,false,红辣椒串吧（清河店）
2013695,153,44,58,10,88,false,false,0,false,水果年华
2416628,63,50,66,10,20,true,false,1,false,果腿儿鲜果切
867596,620,46,47,6,40,false,false,0,false,Teafans大茶杯
1886639,44,50,30,6,20,false,false,0,true,7分甜
1869978,8,0,36,5,20,false,false,0,true,雅米雅米香锅·麻辣烫
1987805,163,47,32,3,15,true,false,0,false,鲜果时间（新中关购物中心店）
392547,15,50,38,7,20,false,false,0,true,3Q脆皮炸鸡
654922,326,49,65,5,80,true,false,0,false,麻辣村香锅烤鱼
2308397,14,0,50,0,0,false,false,0,false,吉百式蛋糕���
1588412,1,0,55,3,20,false,false,0,false,董记卷饼香河肉饼
1390924,51,49,66,10,100,false,false,0,false,秋之意寿司三文鱼
2239362,162,47,67,20,0,true,false,0,false,麻辣诱惑·小龙虾外送（清华店店）
1338433,26,43,50,29,99,false,false,0,false,AJ麻辣海鲜订制
85460,59,45,80,7,220,false,false,0,false,麒麟居私房烤鸭
312373,478,47,56,19,100,false,false,0,false,食牛族私房牛肉外卖
1979721,332,49,91,35,200,false,false,0,false,河风精致寿司（大兴店）
1315148,109,50,115,39,0,false,false,0,false,家私烤（烤肉烧烤外卖）
995644,321,48,50,10,100,false,false,0,false,公主参鸡汤
2070044,60,50,50,29,80,false,false,0,false,海鲜厨房_小龙虾外卖
716559,24,40,30,6,20,true,false,0,true,宽小面(苏州街店)
1168701,124,48,108,25,0,false,false,0,false,腾飞挪威三文鱼
664207,190,48,100,0,80,false,false,0,false,遇见榴莲千层蛋糕专门店
514746,499,48,68,20,0,false,false,0,false,美蛙私厨（立水桥店）
1131573,28,0,51,5,20,true,false,0,true,疯狂披萨（清华园店）
1183114,380,47,58,30,68,false,false,0,false,领鲜·挪威三文鱼
2357544,19,0,50,6,0,false,false,0,false,龙虾阁（双安店）
612173,531,47,58,30,300,false,false,0,false,虾元素品质川菜（机场店）
1729322,61,46,71,25,68,false,false,0,false,辣天下烤鱼麻辣香锅外卖
202801,144,45,67,30,130,false,false,0,false,约翰大叔披萨
1604607,821,48,55,12,68,false,false,0,false,欣丹鲜果
2236386,5,0,30,3,20,false,false,0,false,巴沙鱼 土碗菜
389731,147,47,43,3,18,false,false,0,false,港饮小镇（北语店）
150883,463,48,75,30,120,false,false,0,false,食尚比萨
2269599,928,47,60,42,0,false,false,0,false,英伦时光炸鸡
1972677,39,0,37,5,20,false,false,0,true,黄斗笠越南河粉（中关村店）
1246261,86,46,50,46,50,false,false,0,false,OH!料理
2356168,3,0,55,5,20,false,false,0,true,解腰带（中关村店）
693872,36,48,30,5,30,true,false,0,true,DQ(西苑店)
853493,163,45,40,6,28,true,false,0,true,聚点串吧（五道口店）
1006021,12,0,30,5,20,false,false,0,true,春亮麻辣香锅（中关村）
1026201,139,41,67,7,88,false,false,0,false,百果园水果超市（金源店）
1443861,417,47,73,48,50,false,false,0,false,鸿光粥粉面小食专门店
2233810,158,47,57,5,20,false,false,0,false,烘达兄弟（北大店）
1625248,212,46,72,15,80,false,false,0,false,鲜蛙馆（中关村店）
250734,211,50,30,6,20,true,false,0,true,味多美（中关村店）
237733,13,0,30,6,20,false,false,0,true,全面粥道
943862,5553,47,67,10,0,true,false,0,false,老婆���芒
1523464,208,49,55,55,200,false,false,0,false,金链花泰国餐厅
1549571,24,0,50,9.9,49,false,false,0,false,榴莲爱上芒
1886816,307,48,50,9,45,false,false,0,false,蜜果の蜜制鲜饮
888525,4,0,30,3,15,false,false,0,false,重庆美食
2211529,72,44,55,12,100,false,false,0,false,城川居爱尚虾友记
560505,438,50,50,22,0,true,false,0,false,哈哈镜（马甸桥店）
258099,158,48,30,7,20,true,false,0,true,全时便利店-西屋国际店
439474,1027,48,77,0,0,true,false,0,false,小贤家榴莲蛋糕（亚运村店）
2416681,0,0,50,20,100,false,false,1,false,魜美海味鲜
1285570,91,43,39,6,20,true,false,0,true,边境东南亚小吃(中关村欧美汇店)
335254,422,47,49,6,29,true,false,0,true,卜蜂莲花（成府路店）
2233016,14,0,33,3,15,false,false,0,false,三客咖啡
2120892,64,47,53,12,68,false,false,0,false,唐老鸭水果
1240967,54,42,66,30,98,false,false,0,false,麻小辣麻辣香锅小龙虾
2058933,24,44,70,30,168,false,false,0,false,寿司工匠
425535,342,49,32,4,20,false,false,0,false,美丫妈妈起司蛋糕（五道口店）
1648207,79,38,58,40,100,false,false,0,false,披萨意工坊
2378132,13,0,55,3,0,false,false,1,false,德州扒鸡（中关村南路店）
803361,630,48,50,38,100,false,false,0,false,炸鸡啤酒
1550032,9,0,50,2,20,false,false,0,false,韩国炸鸡qiken
1853913,64,40,40,6,20,false,false,0,true,云川人家·大众烧烤
213106,448,49,62,0,0,false,false,0,false,艾尚蛋糕店
1723846,98,42,56,35,0,false,false,0,false,蛙辣哇啦（总店）
1225138,87,50,87,0,0,false,false,0,false,遇见千层蛋糕专门店
1513792,9,0,39,4,0,true,false,0,false,杨国福麻辣烫
2277388,164,47,33,4,0,false,false,0,false,ACME BURGER极致汉堡
928753,241,48,56,35,0,false,false,0,false,美蛙私厨（总店）
782269,116,49,65,58,158,true,false,0,false,海底捞火锅外送（紫竹桥店）
2014785,394,48,57,65,0,false,false,0,false,美蛙（朝阳门店）
2340212,39,50,40,5,25,false,false,1,false,好利客超市
2319649,9,0,43,3,20,false,false,0,false,Les Fruits Rouges
2207363,0,0,55,6,29,true,false,1,true,快买酒（水鑫圣叶店）
674530,377,49,33,5,33,false,false,0,false,e佰超市
1531178,14,49,30,4,20,false,false,0,true,嘉合仔仔乐烧腊碟头饭
1980023,121,49,63,25,45,false,false,0,false,勺勺炸鸡
893163,4,0,55,5,20,false,false,0,true,觅秘烧烤居酒屋
1990197,1414,50,72,0,0,true,false,0,false,绿萝卜蛋糕坊
1588628,27,50,30,6,25,false,false,0,true,杨荣麻辣烫
2362219,1,0,55,3,0,false,false,1,false,香记主食厨房（中关村店）
2243315,121,45,61,31,68,false,false,0,false,日韩料理寿司
608156,69,49,107,25,100,false,false,0,false,念客misscake蛋糕
1907574,80,46,65,15,0,false,false,0,false,叫个鸡
1952277,24,50,50,5,20,true,false,0,false,哈哈镜（希格玛烟酒超市店）
1183109,377,45,46,35,0,false,false,0,false,川娃子江湖菜
1238262,7,0,50,8,65,false,false,0,false,爱果者品质鲜果
628550,75,45,85,25,0,false,false,0,false,独门冲烤鱼烤串
2291374,5,0,36,4,0,false,false,0,false,养香堂熟食&烤脑花（知春路店）
377192,268,48,72,39,169,true,false,0,false,木子卷寿司（沿海赛洛城店）
1928489,54,50,50,40,25,false,false,0,false,爱丽莎酒庄（百子湾店）
550117,86,47,50,36,0,true,false,0,false,烧虾师（望京麒麟社店）
489365,53,49,58,0,0,true,false,0,false,奶油小森（苏州街店）
867143,152,45,76,38,0,false,false,0,false,UV海鲜匠
259442,20,0,54,5,20,true,false,0,true,微咖啡（We Coffee）
347035,27,47,33,3,15,false,false,0,false,一品面乡
2170402,196,44,38,4,0,false,false,0,false,一品鲜砂锅
1245977,22,47,30,5,20,false,false,0,true,烤翅一绝
2282070,45,42,55,50,128,false,false,0,false,朱小妹海味（四惠店）
11651,183,47,43,20,30,false,false,0,false,洋洋生活超市（知春路店）
2321974,50,49,30,6,20,true,false,0,true,松鼠便利（西苑店）
1513262,166,49,72,25,0,false,false,0,false,二哥烤羊腿
1519713,1,0,30,5,20,false,false,0,true,德州扒鸡
1965013,9,0,30,4,15,false,false,0,false,河间特色驴肉美食
990131,281,47,72,45,0,false,false,0,false,麻辣火龙虾
1509641,55,50,60,0,0,false,false,0,false,开口乐蛋糕
1175631,85,49,90,0,0,false,false,0,false,凯瑞思蛋糕·鲜花
1501098,188,50,78,5,50,false,false,0,false,榴莲蛋糕（榴莲哥榴莲主题店）
862102,109,46,110,25,180,false,false,0,false,虾蟹情
2299031,12,43,55,4,30,false,false,0,false,唐廊·五功甜品店（中关村店）
1410604,124,48,85,20,100,false,false,0,false,好好妈燕鲜炖燕窝
115046,188,46,50,25,75,false,false,0,false,四兴甜品
1687912,1,0,32,3,0,false,false,0,false,潘师傅红烧肉
258100,85,49,30,7,20,true,false,0,true,全时便利店-骏马国际店
756200,605,47,76,15,80,false,false,0,false,南双北酪奶酪甜品店
13162,23,48,86,5,50,false,false,0,false,好多果果
1271931,79,47,83,20,149,false,false,0,false,友佳水果店
250367,102,49,57,0,60,false,false,0,false,香遇糕手
2232511,33,48,50,28,100,false,false,0,false,源鲜寿司
2340617,58,44,73,40,88,false,false,0,false,猫山兄弟（榴莲·果切）
969103,104,44,51,5,20,false,false,0,false,池家小馆
1917821,60,49,127,0,0,true,false,0,false,生日聚汇蛋糕
2129567,24,0,30,3,15,false,false,0,false,乐晨饼屋
1834245,175,48,146,0,0,false,false,0,false,楚先生五谷养生代餐
2353674,30,50,60,20,150,false,false,0,false,I Bake 甜品蛋糕
2388771,4,0,50,19,100,false,false,1,false,爱和面串串香
98966,175,43,70,39,169,true,false,0,false,木子卷寿司
795095,258,49,50,25,88,false,false,0,false,东冉友缘生活超市
538747,106,50,118,25,0,false,false,0,false,小崔海鲜水产行
1624625,19,0,30,6,20,false,false,0,true,Cafe de Paris帝佰利（五道口店）
601167,29,46,30,6,25,false,false,0,true,三元梅园（新中关店）
1696019,61,44,50,0,0,true,false,0,false,生日聚汇蛋糕坊
771631,73,48,31,6,20,true,false,0,true,多乐之日（欧美汇店）
608656,342,48,118,10,80,false,false,0,false,橙姑娘榴莲千层蛋糕
566229,589,48,50,12,20,true,false,0,false,哈哈镜（三元桥店）
2093254,381,46,56,35,80,false,false,1,false,麻辣九号（小龙虾麻辣香锅）
367360,109,49,56,40,0,false,false,0,false,簋街麻辣小龙虾（24h外卖）
1834930,1,0,30,5,20,false,false,0,true,机械骑士咖啡书吧
2031563,65,46,61,40,0,false,false,0,false,老爸道秘制私房菜小龙虾外卖
1970604,9,0,50,3,18,false,false,0,false,砂锅米线·手工水饺
1874955,176,49,59,50,88,false,false,0,false,美鲜花蛤
1049222,44,50,78,25,88,false,false,0,false,桐记小灶儿牛板筋火锅
1247605,255,46,37,15,50,false,false,0,false,超市发（万柳店）
720100,78,47,50,39,49,true,false,0,false,古早味(东城店)
2327760,130,49,50,32,120,false,false,1,false,经典鲍师傅糕点（北京站店）
668160,330,48,37,5,35,false,false,0,false,阳光乐购
1802381,64,46,50,30,78,false,false,0,false,e果e家广安门店
179160,1666,49,77,20,98,true,false,0,false,夹克的虾（小龙虾外卖）
2051502,81,48,50,25,68,false,false,0,false,e果e家五棵松店
1626817,344,48,41,10,68,false,false,0,false,满庭芳园全时便利店
2002616,243,47,87,19,98,false,false,0,false,聚鑫源私房小龙虾
1759644,16,0,30,4,15,false,false,0,false,炫肚ing·沁锅涮串(原芳誉斋)
2321187,104,50,50,16,128,false,false,0,false,超市发（万寿寺店）
673972,92,46,73,44,48,true,false,0,false,古早味（安定门店）
1990688,228,46,57,36,198,false,false,0,false,烧烤e族
1796576,49,45,87,25,0,false,false,0,false,蟹鲜生阳澄湖大闸蟹
1855344,148,44,62,38,38,false,false,0,false,诚信鲜果蔬(西直门店)
368411,178,48,66,15,99,false,false,0,false,味道大吉·火锅外卖
417953,35,0,30,6,20,false,false,0,true,天外天家常菜烤鸭店
420253,582,46,42,7,20,true,false,0,false,哈哈镜（中关村店）
2403023,98,49,56,20,66,false,false,1,false,嗨！麻小
1593687,134,47,51,45,99,false,false,0,false,四季甜品（总店）
2203401,167,47,50,16,30,false,false,0,false,鲜果味（安定门店）
2062940,39,39,107,28,200,false,false,0,false,北京五月韩国料理（参鸡汤店）
