name,sold,star,deliverTime,minDeliverFee,minFee,brand,overtimePaymentSupported,isNewShopPromotion,extraService,mtWmPoiId
张亮麻辣烫（老君堂店）,1528,43,34,4,20,true,false,0,false,972598
小恒水饺(富兴国际店),1263,48,39,6,20,true,false,0,true,1297703
鲜食尚,2218,46,32,4,15,false,false,0,false,1637966
刘记麻辣烫（上海沙龙店）,1402,46,35,5,15,false,false,0,false,1972431
眉州东坡酒楼(亦庄店),2073,47,49,8,20,true,false,0,true,311790
金善美韩式料理,1544,49,30,5,20,false,false,0,true,1066551
凉皮先生（丰台科技园店）,1665,48,35,5,15,true,false,0,false,2368977
汉堡王(北京丰葆路永旺21667),1508,48,30,5,20,true,false,0,true,486802
哈哈镜,873,47,62,65,88,true,false,0,false,417430
傻四肉饼,2101,47,30,5,20,false,false,0,true,427633
张亮麻辣烫（大红门店）,2084,44,32,5,15,true,false,0,false,572730
小确幸紫菜屋,1675,47,30,5,15,false,false,0,false,1852903
杨铭宇黄焖鸡米饭（刘家窑店）,1654,46,30,5,15,false,false,0,false,96866
河间正宗老武驴肉,1645,47,30,4,15,false,false,0,false,642588
八一冒菜,1486,47,30,5,15,false,false,0,false,1993928
粥公粥婆（西直河店）,1419,44,30,4,15,false,false,0,false,1745466
名客佳大鸡排(中式快餐),1371,48,33,3,20,false,false,0,false,1698942
瑞福家,7335,46,45,2,0,false,false,0,false,60228
港式饭档（安贞华联店）,6981,47,33,4,15,false,false,0,false,2229984
辣妈香锅排骨汤,2406,47,33,5,0,false,false,0,false,1501013
张亮麻辣烫,4523,47,32,5,20,true,false,0,true,913207
京味斋(奥体店),3336,47,34,6,30,true,false,0,true,271434
川府骨汤麻辣烫,3899,41,55,2,15,false,false,0,false,20645
正宗桂林米粉（西坝河店）,3165,47,34,4,15,false,false,0,false,1539156
宏状元（小营路店）,2422,47,40,6,30,true,false,0,true,1966642
优活掌上超市,2804,47,55,2,25,false,false,0,false,681232
嘉和一品粥（花家地店）,2740,46,49,5,20,false,false,0,true,148414
味来餐厅（望京店）,2638,46,54,5,20,true,false,0,true,186874
田老师红烧肉(朝阳酒仙桥店),3931,46,33,6,20,true,false,0,true,267192
小恒水饺(酒仙桥店),3583,49,40,6,20,true,false,0,true,624626
coco都可茶饮（酒仙桥店）,2476,48,40,7,20,true,false,0,true,490268
望京小腰  冯记串吧,1373,45,43,19,228,false,false,0,false,1511067
杨铭宇黄焖鸡米饭（酒仙桥中路店）,1315,44,31,4,15,false,false,0,false,1692
庆丰包子铺（理想城店）,2076,48,42,6,20,true,false,0,true,609411
小火慢炖排骨米饭（大兴店）,1597,46,35,10,20,true,false,0,false,2281413
阳阳中国饭（同兴园店）,2276,49,30,6,20,true,false,0,true,626516
可可西烤肉饭,1484,47,36,3,20,false,false,0,false,1839441
西贝莜面村（北京公益西桥华联店）,1473,47,36,8,20,true,false,0,true,368040
宏状元(万源路店),1750,48,32,6,30,true,false,0,true,118271
川香家常菜,1409,45,30,5,20,false,false,0,true,688123
张亮麻辣烫（和义店）,1404,46,30,6,20,true,false,0,true,209241
荷叶炒饭（富兴店）,1227,46,37,4,20,false,false,0,false,2143786
小火慢炖,2894,48,37,4,15,true,false,0,false,1632284
秦门（亦庄店）,3620,46,35,5,20,true,false,0,true,311097
南城香（亦庄店）,3125,48,31,5,20,true,false,0,true,1688785
田老师红烧肉(亦庄荣华南路店),3059,47,36,7,20,true,false,0,true,295170
眉州小吃（亦庄）,2417,47,38,5,20,true,false,0,true,616713
北京麦当劳文化园西路餐厅,2152,48,30,9,0,true,false,0,false,559261
张亮麻辣烫,2012,44,31,4,15,false,false,0,false,405424
杨国福麻辣烫（林肯店）,1856,46,33,3,15,true,false,0,false,295331
金百万美食MALL（兴盛国际）,2503,48,41,6,20,true,false,0,true,311119
农家小馆,1376,47,36,4,15,false,false,0,false,2033596
北京市通州区平驹苑饭馆,1339,41,67,7,100,false,false,0,false,816527
亚米荟盐酥鸡（和平东桥店）,4338,48,32,3,20,true,false,0,false,132328
田老师红烧肉（惠新西街店）,3992,48,30,5,20,true,false,0,true,200785
黄金周快餐,3460,47,44,0,10,false,false,0,false,55070
绿茶餐厅（北京凤凰汇店）,3855,46,61,6,20,true,false,0,true,992453
城市骨汤,2781,46,52,7,35,true,false,0,false,1280458
东池便当（三元桥）,2755,47,42,5,20,true,false,0,false,25678
傻二麻辣香锅,2456,46,33,4,20,false,false,0,false,1519137
汉堡王(北京爱琴海20058),2380,47,30,5,20,true,false,0,true,241383
和合谷(朝阳区酒仙桥店),2339,47,45,7,20,true,false,0,false,97774
粗粮人家（东风北桥店）,2248,46,46,7,20,true,false,0,true,688906
凉皮先生(博泰国际店),2227,46,37,9,15,true,false,0,false,914311
正一味(酒仙桥店),2116,47,45,5,20,true,false,0,true,63146
汉堡王(北京新港商城21116),2093,48,30,6,20,true,false,0,true,472744
人人湘湖南米粉（酒仙桥店）,1976,47,35,5,20,true,false,0,true,922186
庆丰包子铺（闵庄店）,2225,47,30,4,20,true,false,0,true,972601
北京麦当劳闵庄路DT餐厅,1560,47,27,9,0,true,false,0,false,559236
老家肉饼（西平庄店）,1558,47,32,6,20,true,false,0,true,886004
杨国福麻辣烫,1514,46,36,6,20,false,false,0,true,363731
田老师红烧肉(海淀闵庄南路店),3581,47,30,5,20,true,false,0,true,357055
沙县小吃（苏州街店）,6724,45,34,4,0,false,false,0,false,1788399
杨铭宇黄焖鸡（人大西门店）,3973,45,36,5,15,false,false,0,false,331112
绿茶餐厅（北京万柳店）,3082,47,56,5,20,true,false,0,true,992452
状元过桥米线,2831,44,43,4,0,false,false,0,false,1832393
嘉和一品粥(金源店),2777,47,30,6,20,true,false,0,true,112754
人人湘湖南米粉（新中关店）,3490,47,49,7,20,true,false,0,true,1877509
港式铁板炒饭（中关村店）,3386,47,40,5,20,true,false,0,true,2334921
玖贰柒肉夹馍,2141,47,32,3,20,false,false,0,false,1020562
疯保一锅香,3859,47,42,4,0,false,false,0,false,1901520
京味斋(花园路),3499,47,43,6,30,true,false,0,true,348855
馋小喵三汁焖锅,3366,46,40,7,0,false,false,0,false,2227850
张亮麻辣烫,3877,46,31,3,15,false,false,0,false,1722440
嘉和一品粥(牡丹园),3291,46,34,6,20,true,false,0,true,112752
田老师红烧肉（建德门店）,3273,45,30,5,20,true,false,0,true,585002
金百万美食MALL（马甸店）,3149,47,34,5,20,true,false,0,true,513
忆家乡大饼卷肉,2966,48,33,4,15,false,false,0,false,1053825
螺蛳粉先生,2913,47,37,5,20,false,false,0,false,64231
小厨小菜（皂君庙店）,5265,46,47,5,20,true,false,0,false,438876
鑫阳烤肉拌饭（和平里店）,3445,48,33,4,15,false,false,0,false,1190843
金百万美食MALL（安定门泰兴楼）,3395,46,42,6,20,true,false,0,true,1900286
田老师红烧肉（地坛店）,4484,47,37,5,20,true,false,0,true,267258
东北八大炖,2820,46,33,4,15,false,false,0,false,330046
粥饼屋,2582,47,37,9,15,false,false,0,false,507374
粥面故事,2109,46,30,5,20,false,false,0,true,246610
胜达快餐,1840,45,35,3,15,false,false,0,false,87464
吉野家(东坝金隅餐厅),1833,48,45,7,0,true,false,0,false,560040
汉堡王(远大路金源店21615),2325,48,30,6,20,true,false,0,true,845241
三顺韩式炸鸡店,3263,48,42,3,0,false,false,0,false,1173722
没名儿生煎（魏公村店）,4702,48,48,5,20,true,false,0,false,680183
没名儿生煎（小西天）,4150,47,47,5,20,true,false,0,false,57585
杨铭宇黄焖鸡米饭（北邮店）,3204,46,48,10,20,false,false,0,false,957051
南城香（和平里店）,3057,49,46,7,20,true,false,0,true,370761
凉皮先生（和平里店）,2986,48,32,3,20,true,false,0,false,869592
人人湘湖南米粉（霄云路店）,2386,48,44,5,20,true,false,0,true,937418
嘉和一品粥(霄云路),2383,47,39,6,20,true,false,0,true,118156
吉野家(朝北大悦城店),1762,47,45,7,0,true,false,0,false,343388
张亮麻辣烫（万泉河店）,2461,45,32,5,0,true,false,0,false,640917
张姐烤肉拌饭（理工店）,4157,47,28,6,0,false,false,0,false,129517
张亮麻辣烫（蓟门里桥店）,3066,45,33,5,15,false,false,0,false,1902078
