name,sold,star,deliverTime,minDeliverFee,minFee,brand,overtimePaymentSupported,isNewShopPromotion,extraService,mtWmPoiId
云南过桥米线,2327,43,36,5,15,false,false,0,false,1873913
黄焖鸡米饭,5235,46,36,7,15,false,false,0,false,372959
嘉和一品粥(广源店),2534,47,36,7,20,true,false,0,true,112778
秦门(广安门店),4511,45,39,6,20,true,false,0,true,381804
柏记水饺（槐柏树店）,2337,46,48,0,20,true,false,0,false,1190905
国味堂粥店（虎坊路店）,3320,44,34,5,0,false,false,0,false,779315
沙县小吃,2663,45,33,4,0,true,false,0,false,742884
香粥阁粥店,3095,47,36,5,0,false,false,0,false,354379
张亮麻辣烫（珠市口店）,2844,47,32,4,0,true,false,0,false,1959430
张亮麻辣烫（崇文店）,4195,46,33,7,0,true,false,0,false,609980
粤港,4102,46,67,5,30,false,false,0,false,804527
吾饭,3940,46,34,5,22,false,false,0,false,125105
张亮麻辣烫（家乐福店）,5431,46,39,3,20,false,false,0,false,709943
好嫂子(青塔店),6695,47,38,7,20,true,false,0,true,955858
田老师红烧肉(大成路店),5247,48,30,6,20,true,false,0,true,267133
好嫂子（古城店）,4353,47,38,9,20,true,false,0,true,484263
嘉和一品粥(大成路店),3859,47,35,7,20,true,false,0,true,112770
好嫂子（七星园店）,3717,47,30,5,20,true,false,0,true,484380
胖子过桥米线（黄焖鸡米饭）,3501,46,30,4,15,false,false,0,false,1602169
鸿运京味堂老北京家常菜,3314,47,36,6,25,false,false,0,true,1101372
北京麦当���莲石东路DT餐厅,2903,48,30,9,0,true,false,0,true,559280
东坡包子营养早餐（正宗重庆小面）,2657,46,31,4,15,false,false,0,false,1888920
周老头凉皮,2537,48,30,5,20,false,false,0,true,168391
大鸭梨烤鸭(青塔店),2448,46,46,7,20,true,false,0,true,267661
云南过桥米线（百味时代店）,4643,44,37,7,12,false,false,0,false,719872
重庆小面,3432,46,36,7,0,false,false,0,false,710623
胖嫂排骨米饭•香酥鸡饭（原小火慢炖排骨饭）,2971,47,38,7,0,true,false,0,false,1749343
尚品小碗菜,2463,46,38,6,20,false,false,0,true,1693747
满溢比萨(广外店),3408,48,50,5,49,true,false,0,false,156337
山西刀削面家���菜,2850,45,33,6,20,false,false,0,true,119584
张亮麻辣烫（翔峰大厦）,5401,44,33,4,0,true,false,0,false,888065
大东北香酥鸡米饭（广安门店）,2370,47,34,7,0,true,false,0,false,1514530
大鸭梨烤鸭(六里桥店),3968,47,47,7,20,true,false,0,true,267679
和合谷(西城区马连道店),3145,48,47,7,20,true,false,0,false,97776
老高家春饼酱肉京味家常菜,3093,47,41,7,20,false,false,0,true,1606501
张亮麻辣烫,4965,45,33,4,0,true,false,0,false,365695
南城香(陶然亭店),7944,49,37,7,20,true,false,0,true,1543178
和合谷(西城区宣武门店),3510,47,50,7,20,true,false,0,false,97779
北平食府（陶然亭店）,2973,47,45,7,20,true,false,0,true,503860
宏状元(虎坊桥店),3500,47,37,7,30,true,false,0,true,493
杨铭宇黄焖鸡（友谊医院店）,2902,47,31,4,15,true,false,0,false,743562
台资味（北京宣武门店）,2762,47,33,6,20,true,false,0,true,2185082
杨国福麻辣烫（新世界店）,4223,45,31,4,15,true,false,0,false,876866
绿茶餐厅（北京崇文门店）,3957,46,49,6,20,true,false,0,true,991468
焦耳川式快餐（磁器口店）,3134,47,32,6,15,true,false,0,false,1041966
真功夫（北京搜秀分店）,3668,47,34,5,5,true,false,0,false,149381
南城香（广渠门店）,6658,49,39,7,20,true,false,0,true,441834
田老师红烧肉(东城东花市店),3685,47,40,6,20,true,false,0,true,584980
亚米荟盐酥鸡（国瑞店）,3054,49,30,4,20,true,false,0,true,372082
自家厨房,6998,43,40,9,15,false,false,0,false,105492
脆皮鸡饭,4554,47,34,5,15,false,false,0,false,1236719
大东北黄焖鸡烤肉饭（合口味美食城）,11441,47,34,5,15,true,false,0,false,764040
由氏麻辣香锅(潘家园店),3326,45,39,5,15,false,false,0,false,2122208
合口味麻辣香锅,3313,44,36,5,15,false,false,0,false,1024880
京味斋(劲松店),7360,47,54,7,30,true,false,0,true,271432
田老师红烧肉(双井二店),4037,45,38,5,20,true,false,0,true,267190
眉州小吃（劲松）,3904,48,40,6,20,true,false,0,true,616707
金掌勺（劲松店）,3690,47,48,7,20,true,false,0,true,656115
大鸭梨烤鸭(百子湾店),3675,46,42,5,20,true,false,0,true,267692
焦耳·川式快餐（百子湾店）,3450,46,35,3,0,true,false,0,false,458635
魏家凉皮(平乐园店),3412,47,30,6,15,true,false,0,false,293231
田老师红烧肉(朝阳百子湾店),3164,43,30,5,20,true,false,0,true,267271
杨铭宇黄焖鸡米饭（双井店）,3114,48,37,5,20,true,false,0,true,831504
幸福紫菜包饭（凉皮）,3108,46,42,4,20,false,false,0,false,896693
良皮壹号（双井店）,3096,48,42,6,20,false,false,0,true,1779677
卖虾便当(大成国际店),2962,43,44,3,15,true,false,0,false,1589133
食膳生活,2944,43,42,4,15,false,false,0,false,1002143
优滋优味,2855,44,42,4,15,false,false,0,false,838114
Uneed轻食（百子湾店）,2851,47,43,5,15,true,false,0,false,984594
北京麦当劳百子湾餐厅,2663,47,30,9,0,true,false,0,true,560190
湖南家常菜（优味工坊）,2630,43,38,3,20,false,false,0,false,1631666
嘉和一品（大郊亭店）,2601,47,34,5,20,true,false,0,true,1702585
福润居,2553,46,49,8,50,false,false,0,false,1007890
吉野家(百子湾MINI店),2482,47,45,7,0,true,false,0,false,320297
黄焖鸡VS土豆粉米线,5738,45,36,9,15,false,false,0,false,1609320
杨铭宇黄焖鸡米饭（大郊亭店）,2482,47,39,4,0,true,false,0,false,900915
百味咖喱饭,2452,46,40,4,0,false,false,0,false,755045
杨铭宇黄焖鸡·烤肉饭,2402,45,44,8,65,false,false,0,false,2181222
傻四肉饼家常菜（百子湾店）,2374,47,40,6,20,false,false,0,true,545522
田老师红烧肉(梅市口店),2854,47,33,8,20,true,false,0,true,267140
庆丰包子铺(鲁谷店),2433,48,30,5,20,true,false,0,true,533874
京源粥铺,3892,41,39,4,20,false,false,0,false,1238545
田老师红烧肉(丰台小屯店),3222,48,30,5,20,true,false,0,true,267269
卖虾便当（丰台东大街店）,3762,45,38,9,15,true,false,0,false,2056922
台资味（北京西客站店）,2344,48,34,6,20,true,false,0,true,1304234
南城香（太平桥店）,2502,49,34,5,20,true,false,0,true,71843
宏状元(马连道店),3207,47,30,6,30,true,false,0,true,502
庆丰包子铺（红莲南路店）,3250,48,30,5,20,true,false,0,true,334655
嘉和一品粥（菜园街店）,2819,47,31,6,20,true,false,0,true,537364
小火慢炖排骨米饭（方庄店）,4969,48,34,4,15,true,false,0,false,1558383
金百万美食MALL（劲松店）,8728,47,40,6,20,true,false,0,true,391757
沙县小吃（潘家园店）,6050,46,31,3,15,false,false,0,false,766606
柴米油盐粥店（武圣路店）,5887,46,40,6,20,true,false,0,true,573989
魏家凉皮(十里河店),4002,47,30,5,15,true,false,0,false,293063
南城香（潘家园店）,6349,49,33,5,20,true,false,0,true,71832
正宗脆皮鸡肉饭,3770,46,34,5,15,false,false,0,false,1957684
一城一味黄焖鸡,3005,47,42,5,10,false,false,0,false,173476
健将一品粥（劲松店）,2807,47,41,6,20,true,false,0,true,140172
牛肉范儿,2580,48,38,4,20,false,false,0,false,694344
小猪美食外卖,2739,44,38,4,20,false,false,0,false,1379524
优粮生活（高碑店店）,2268,47,33,3,15,true,false,0,false,2188069
粥公粥婆（百子湾店）,2253,48,34,5,20,true,false,0,true,301288
渝湘情,2240,45,34,5,20,false,false,0,true,721485
庆丰包子铺（百子湾店）,2189,45,38,3,20,true,false,0,false,627079
王记肉夹馍（羊汤）,2152,47,49,10,29,false,false,0,false,778852
嘉和一品粥(梅市口店),2236,48,30,6,20,true,false,0,true,112721
正一味(大成翠微店),2131,46,45,5,20,true,false,0,true,63804
老家肉饼(五里店店),2564,48,30,6,20,true,false,0,true,666883
大东北香酥鸡米饭@脆皮鸡（莲花桥店）,2143,47,37,9,0,true,false,0,false,1176926
宏状元(丰台北路店),2293,47,34,6,30,true,false,0,true,210355
沙县小吃（西客站）,2210,45,37,5,0,false,false,0,false,1942369
京味斋(东大街),4900,47,53,7,30,true,false,0,true,349895
金百万美食MALL（丰���路店）,3821,47,45,7,20,true,false,0,true,391756
嘉和一品粥(嘉诚店),2890,47,36,8,20,true,false,0,true,112766
和合谷(丰台华堂店),2390,47,46,7,20,true,false,0,false,97782
大鸭梨烤鸭(右安门店),6398,47,45,6,20,true,false,0,true,267650
田老师红烧肉(丰台右安门店),4961,46,35,7,20,true,false,0,true,1246668
张姐馋猫烤肉拌饭,3576,46,34,11,0,false,false,0,false,2139321
张亮麻辣烫（洋桥店）,11238,46,31,7,15,true,false,0,false,342789
寻味麻辣烫,4214,47,35,4,15,false,false,0,false,483067
杨国福麻辣烫（马家堡店）,3553,46,36,6,20,true,false,0,true,1006026
老地道小碗菜,4978,46,34,5,15,false,false,0,false,1206610
李家福黄焖鸡烤肉拌饭,4887,46,31,7,15,false,false,0,false,163027
田老师红烧肉（新洋桥店）,3465,47,35,7,20,true,false,0,true,267146
炒面王,3241,44,35,5,15,false,false,0,false,2016252
好嫂子（蒲黄榆店）,4683,48,32,6,20,true,false,0,true,484620
一面一饭,3510,44,31,5,15,false,false,0,false,197947
周记桂林米粉煲仔饭（东铁营桥店）,3371,47,30,5,0,false,false,0,false,1637571
焦耳·川式快餐（木樨园店）,2807,46,36,4,15,true,false,0,false,1281534
永和大王（惠新东街店BJ042）,2887,48,32,6,20,true,false,0,true,724261
大东北烤肉拌饭（望京店）,2747,46,38,5,15,true,false,0,false,914289
焦耳川式快餐（方恒店）,3213,45,39,7,15,true,false,0,false,735546
麦特派炸鸡汉堡（亚运村店）,2240,48,35,4,15,true,false,0,false,1394700
松鼠便利（小营路店）,2158,49,29,0,29,true,false,0,false,1840587
凉皮先生（望京店）,5033,47,37,4,15,true,false,0,false,1131108
东北家常菜(望京店),3602,43,48,6,20,false,false,0,true,9311
张亮麻辣烫（798/360对面）,3507,45,34,8,15,true,false,0,false,421597
古月云    云南主题便当,3218,47,38,8,20,false,false,0,false,2272276
四有青年米粉·面（望京店）,2976,48,60,8,20,true,false,0,true,1059473
火宴山·外卖来了（方恒店）,2628,45,41,5,0,true,false,0,false,1996163
亚米荟盐酥鸡(华彩店),2597,49,46,5,20,true,false,0,true,971568
HaveFun有饭（望京店）,2585,46,55,7,20,true,false,0,true,784757
百味咖喱（望京店）,2564,48,36,5,15,false,false,0,false,961061
蜀香居小炒盖饭,7570,45,34,4,15,false,false,0,false,172423
绿茶餐厅（北京望京新世界店）,6668,45,57,6,20,true,false,0,true,992455
蜀湘缘（望京店）,5568,45,34,4,15,false,false,0,false,1781505
张亮麻辣烫（将台路店）,5436,44,35,8,15,true,false,0,false,324905
川湘快餐,5267,45,37,6,20,false,false,0,false,1986087
西少爷肉夹馍（望京SOHO店）,4635,48,48,6,20,true,false,0,true,584673
德来聚驴肉火烧·凉皮（望京店）,4214,46,36,4,15,false,false,0,false,909793
粥星驰.馅饼.凉皮（望京店）,4200,47,36,3,15,false,false,0,false,1375026
东北特色砂锅米线（望京店）,4017,44,37,4,0,false,false,0,false,2082700
京味斋(望京店),3875,47,55,6,30,true,false,0,true,271433
太太好粥（望京麒麟社店）,3820,47,35,4,15,false,false,0,false,1781613
合利屋（望京保利店）,3812,48,49,7,20,true,false,0,true,561132
卷饼王（炸串）,3400,47,40,5,15,false,false,0,false,2199301
缘来赫赫小厨麻辣香锅（望京店）,3189,43,39,4,15,true,false,0,false,1977104
金百万美食MALL（望京花园）,6119,47,47,5,20,true,false,0,true,171899
阿玉城生煎,3328,46,36,5,20,false,false,0,false,1965557
暖暖粥铺∙杂粮粥（将台店）,2660,48,33,5,15,true,false,0,false,1820323
小暖便当（方恒店）,1887,44,39,3,15,true,false,0,false,1698272
肉夹小魔王（望京店）,1840,48,35,3,20,true,false,0,false,940677
西北汉子京旺家园店,3381,47,34,5,20,true,false,0,true,644245
安妮意大利餐厅(丽都店),1704,48,49,0,38,true,false,0,false,829548
安妮意大利餐厅(香江花园店),1511,49,43,0,100,true,false,0,false,866829
山西刀削面,1510,43,36,5,15,false,false,0,false,1870613
安妮意大利餐厅(望京店),1365,48,46,0,80,true,false,0,false,841979
蜀都香冒菜（望京店）,1321,48,51,6,45,false,false,0,false,1781451
石锅香拌饭小食,1295,45,36,6,15,false,false,0,false,2273186
东北麻辣烫（石佛营店）,1250,43,31,15,58,false,false,0,false,180309
禾美旺,1344,48,30,6,20,false,false,0,true,1439279
重庆小面,1304,44,33,5,0,false,false,0,false,2160540
二十五块半（中关村店）,3754,48,36,2,20,true,false,0,false,805083
HaveFun！有饭（中关村店）,2145,46,37,4,20,true,false,0,false,2211749
小火脆皮炸鸡饭VS烤肉拌饭,1967,46,39,4,15,false,false,0,false,2269319
亚米荟盐酥鸡（人大西门店）,7184,47,33,4,0,true,false,0,false,348859
张姐烤肉拌饭（人大店）,6058,47,37,8,0,false,false,0,false,27760
田老师红烧肉（中关村图书大厦店）,4667,41,35,3,15,true,false,0,false,267247
嘉和一品粥(中关村),4182,47,39,6,20,true,false,0,true,112694
南城香（中关村）,4102,48,37,4,15,true,false,0,false,963388
七八冷面,4063,47,45,6,20,true,false,0,true,55478
好嫂子（知春路店）,4781,48,43,6,20,true,false,0,true,486115
缘来赫赫小厨麻辣香锅（潘家园店）,3576,47,35,4,15,true,false,0,false,2013095
魏家凉皮(劲松店),3316,48,30,4,15,true,false,0,false,293060
田老师红烧肉(十里河店),4561,46,30,6,20,true,false,0,true,585035
金百万美食MALL（垡头店）,4958,47,34,6,20,true,false,0,true,391760
乔克叔叔与烤肉饭,3321,46,31,5,15,false,false,0,false,1997567
豆芽菜春饼（武圣路店）,3128,48,36,6,20,true,false,0,true,1175802
泰盛城麻辣香锅,3294,47,34,7,20,false,false,0,true,1742579
天瑞福云南过桥米线,2704,48,30,4,20,false,false,0,false,378718
青年餐厅（垡头店）,2502,43,33,5,20,true,false,0,true,456374
李记桂林米粉,2322,47,31,4,15,false,false,0,false,2079487
云南过桥米线,2271,47,30,3,20,false,false,0,false,1127682
韩小君∙脆皮鸡饭（四惠东店）,1973,47,37,4,15,true,false,0,false,1681526
阿里郎烤肉饭,1663,48,33,3,20,false,false,0,false,1808168
苏格先生甜品,1556,48,55,18,0,false,false,0,false,1050501
沙县小吃（美域家园店）,1835,43,30,3,15,false,false,0,false,437378
顾逸小馆,1830,46,39,8,20,false,false,0,true,1126165
张记腊汁肉夹馍羊汤,1218,46,30,3,15,false,false,0,false,823887
京缘美食,1183,46,30,5,20,false,false,0,true,1246247
小暖便当（大成路店）,1715,47,34,5,15,true,false,0,false,679919
庆丰包子铺(梅市口店),1699,48,31,7,20,true,false,0,true,569162
麻辣香锅,1928,47,41,6,30,false,false,0,true,688812
盘中餐（东北菜川湘菜）,2106,47,37,6,20,false,false,0,true,1147280
田老师红烧肉(北大地店),2376,46,30,6,20,true,false,0,true,585059
眉州东坡酒楼(丰台店),1898,47,49,7,20,true,false,0,true,311787
冠群过桥米线（红莲北里店）,2397,47,30,3,0,false,false,0,false,574584
维尔纳斯意大利手工艺蛋糕,1098,48,122,0,0,false,false,0,false,217053
金百万美食MALL（丰体南路店）,1668,47,30,7,20,true,false,0,true,1683109
庆丰包子铺（青塔店）,1420,48,30,9,20,true,false,0,false,595285
及客披萨,1407,47,55,20,0,false,false,0,false,1582627
焦耳∙川式快餐（北大地店）,1744,46,31,5,15,true,false,0,false,679917
吉祥馄饨（丰台科技园店）,1516,47,52,19,49,true,false,0,false,1911633
第1佳大鸡排（总部店）,1472,47,44,19,49,true,false,0,false,1687355
薛香记老饭盒,1462,47,32,7,15,false,false,0,false,1179946
六合顺（东大街店）,1685,47,46,7,20,true,false,0,true,419659
一锅香过桥米线,2170,47,33,4,20,false,false,0,false,673038
吉野家(游泳场店),2661,48,45,7,0,true,false,0,false,320298
桂林米粉黄焖鸡米饭,2022,45,37,5,0,false,false,0,false,866116
渝乡老妈（电力医院后）,2218,47,39,7,20,false,false,0,true,750490
志合小海鲜饺子城（烧烤）,2401,47,30,5,20,false,false,0,true,840565
一品正港大鸡排（右安门店）,2207,47,30,3,15,false,false,0,false,1060738
老根人家（右安门店）,2200,48,39,6,20,false,false,0,true,545449
南城香（角门店）,6047,49,30,6,20,true,false,0,true,150662
金百万美食MALL（马家堡店）,5928,47,35,6,20,true,false,0,true,263942
35秒烤肉拌饭,3566,47,32,6,20,false,false,0,true,1466847
嘉和一品粥(右安门店),3014,48,32,6,20,true,false,0,true,112771
妮莱肯汉堡,2862,48,34,7,20,false,false,0,true,479709
鲜土豆粉,2511,47,31,4,15,false,false,0,false,889736
京味斋(洋桥),5748,47,37,6,30,true,false,0,true,325763
魏家凉皮,5224,48,30,6,20,true,false,0,true,69779
柴米油盐粥店（西罗园店）,4704,45,39,6,20,false,false,0,true,297657
杨国福麻辣烫(角门南站店),3574,45,30,4,15,true,false,0,false,262478
粗粮人家（洋桥店）,3072,47,30,5,20,true,false,0,true,688876
大鸭梨烤鸭(马家堡店),2954,46,30,5,20,true,false,0,true,643626
台港脆皮鸡拌饭（集美店）,4337,47,34,5,15,false,false,0,false,2193813
田老师红烧肉(右外大台子店),3068,46,30,7,20,true,false,0,true,248317
柴米油盐粥店,6133,46,34,6,20,false,false,0,true,389048
大鸭梨烤鸭(光彩店),6092,47,36,5,20,true,false,0,true,267656
秦门(方庄店),5086,46,30,6,20,true,false,0,true,381802
张亮麻辣烫（嘉业大厦）,4625,45,30,3,15,true,false,0,false,260031
魏家凉皮（宋家庄店）,4269,47,30,5,15,true,false,0,false,507063
田老师红烧肉（光彩路店）,4078,47,30,6,20,true,false,0,true,267191
南城香（沙子口店）,3961,49,30,5,20,true,false,0,true,71784
川友元麻辣香锅（顺和源美食城）,3931,46,36,6,25,false,false,0,true,1067794
田老师红烧肉(刘家窑店),3672,47,30,5,20,true,false,0,true,401732
杨国福麻辣烫（宋家庄顺六条店）,3607,47,30,3,20,true,false,0,false,444647
金百万美食MALL（光彩店）,4109,48,32,6,20,true,false,0,true,2016119
东北家园,3500,43,38,6,20,false,false,0,true,378165
张亮麻辣烫（垡头店）,3145,47,33,6,20,true,false,0,true,298856
小火慢炖排骨米饭,2791,45,40,5,15,true,false,0,false,1427825
张亮麻辣烫（周庄店）,2743,45,30,3,15,true,false,0,false,855519
田老师红烧肉(朝阳化工路店),4568,46,30,7,20,true,false,0,true,267266
老家肉饼（十里河店）,2173,45,31,5,15,true,false,0,false,793812
北京麦当劳垡头西路餐厅,2003,49,30,9,0,true,false,0,true,559244
正宗黄焖鸡米饭（西直河店）,1920,47,30,4,15,false,false,0,false,1367644
福建沙县小吃,1858,46,33,5,20,false,false,0,false,1901157
湘江悦（湘味小碗菜）,3025,45,34,5,20,false,false,0,true,1426770
焦耳外卖(方庄店),3014,47,30,3,15,true,false,0,false,1041965
麻辣蛤蜊鸡饭,1928,45,32,5,15,false,false,0,false,2026916
麦特派汉堡（西直河店）,2432,47,30,4,20,false,false,0,false,912722
田老师红烧肉(卢沟桥店),3625,47,30,5,20,true,false,0,true,865476
庆丰包子铺（晓月苑店）,1230,46,30,3,20,true,false,0,false,832130
卷饼王（炸串）,1418,47,53,20,45,false,false,0,false,998319
吉野家(北大地),1469,47,45,7,0,true,false,0,false,337950
张亮麻辣烫（怡海花园店）,1801,45,33,4,15,true,false,0,false,663255
张姐烤肉饭（汉威店）,3338,47,35,6,15,false,false,0,false,1950030
魏家凉皮（总部基地店）,3062,46,36,6,15,true,false,0,false,2085961
湘巴佬小碗菜,2974,44,34,6,15,false,false,0,false,380910
亚米荟盐酥鸡（总部基地资和信店）,2969,48,30,4,20,true,false,0,true,843350
德克���（科丰欧尚店）,2779,48,30,5,20,true,false,0,true,701090
大鸭梨烤鸭(花乡店),3983,46,35,6,20,true,false,0,true,267677
嘉和一品粥(万年花城店),3365,46,33,6,20,true,false,0,true,112772
人民公社大食堂（丰台南路店）,3169,48,31,5,20,false,false,0,true,1805919
王记腊汁肉夹馍,2550,47,37,6,15,false,false,0,false,348752
麻辣香锅(丰科路分店),2482,47,43,8,20,false,false,0,true,1129228
阳阳中国饭(三环新城店),2450,48,30,5,20,true,false,0,true,1485644
东北麻辣烫（纪家庙店）,2412,47,30,4,15,false,false,0,false,888611
黄焖鸡米饭（首经贸中街店）,2407,47,37,5,35,false,false,0,false,34187
庆丰包子铺(万年花城店),2398,47,30,5,20,true,false,0,true,1103689
老家肉饼（育芳园店）,2756,48,30,5,20,true,false,0,true,660720
兄弟过桥米线,2259,46,30,3,15,false,false,0,false,150325
老家肉饼（西马场店）,2645,47,34,7,20,true,false,0,true,740515
好先生便当（角门店）,2278,46,33,3,0,false,false,0,false,1782075
东福黄焖鸡米饭（科怡路店）,2187,47,30,7,15,false,false,0,false,363188
夏姐烤肉拌饭（集美店）,4526,46,33,5,15,false,false,0,false,2026877
柴米油盐粥店（角门店）,2512,47,32,6,20,false,false,0,true,596096
南城香（角东店）,3196,49,30,5,20,true,false,0,true,339130
仔皇煲煲仔饭(新业广场),2715,47,45,5,20,true,false,0,true,1320472
中国兰州牛肉拉面（成寿寺店）,2011,44,30,5,20,false,false,0,true,2015893
粥立方（欢乐谷店）,1874,47,32,6,20,true,false,0,true,345917
吉野家(金蝉西路店),1853,48,45,7,0,true,false,0,false,327826
辣之道麻辣香锅,941,46,48,15,120,false,false,0,false,763476
哈哈镜（马连道店）,871,47,45,25,0,true,false,0,false,925178
园丁精品鲜花店,844,48,75,0,0,false,false,0,false,495986
麻辣源（西坝河店）,835,47,63,19,49,false,false,0,false,1243691
沙拉嘿哟（总部基地店）,817,47,74,19,49,false,false,0,false,920567
杨国福麻辣烫,1634,42,35,6,20,true,false,0,false,254110
卖虾便当（郭公庄店）,1551,45,37,7,15,true,false,0,false,1912710
麻辣香锅（汉威店）,1485,44,37,7,0,false,false,0,false,1921965
南城香（富丰桥店）,5528,49,30,5,20,true,false,0,true,71802
秦门(丰台永旺梦乐城店),4920,47,45,7,20,true,false,0,true,524974
田老师红烧肉(丰台汽车博物馆店),2791,46,37,5,20,true,false,0,true,988410
桂林米粉（马家堡店）,1915,47,30,5,15,false,false,0,false,161640
炸鸡啤酒,1871,48,60,16,49,false,false,0,false,1929611
好嫂子（丰科万达店）,2682,47,40,6,20,true,false,0,true,1942026
永和大王（丰台科技园FBJ05),2508,48,38,6,20,true,false,0,true,1556759
卖虾便当（新宫店）,3554,45,33,5,15,true,false,0,false,1391953
湘煌楼湘菜馆,2943,46,32,5,20,false,false,0,true,72208
德克士（京港城店）,3168,47,30,5,20,true,false,0,true,1593812
和合谷(丰台区宋家庄店),2579,48,39,7,20,true,false,0,false,97881
嘉和一品粥(京宋家庄店),2572,47,30,6,20,true,false,0,true,151653
小馋猫烤肉拌饭（顺和源美食城）,2501,47,30,3,0,false,false,0,false,1067800
小碗菜（顺和源美食城）,2306,43,31,3,15,false,false,0,false,1062989
麦特鸡炸鸡汉堡,1894,45,30,3,15,false,false,0,false,2073912
旺湘楼（新派湘菜）,1849,47,39,6,30,false,false,0,true,1347248
粮臣家宴（80号店）,1755,45,37,6,20,false,false,0,true,1658004
首迩紫菜包饭（欢乐谷店）,1825,47,30,4,20,true,false,0,false,988863
ebeecake小蜜蜂蛋糕,809,48,193,0,0,true,false,0,false,182777
福源百汇水果店,791,48,67,9,38,false,false,0,false,159385
村上一屋日料寿司（三里屯店）,784,46,61,56,150,true,false,0,false,2122513
好利来蛋糕（北京）,781,48,193,30,0,true,false,0,false,486106
无名缘米粉(总部基地店),1375,45,36,9,15,true,false,0,false,966439
田老师红烧肉(丰台润亚广场店),5301,46,33,5,20,true,false,0,true,329047
小恒水饺（总部基地店）,2235,48,31,5,20,true,false,0,true,1485579
嘉和一品粥（丰葆路店）,2008,46,34,5,20,true,false,0,true,913593
沁香缘（看丹桥店）,1953,48,31,5,20,false,false,0,true,298857
骨汤麻辣烫+麻辣香锅,2016,47,48,2,20,false,false,0,false,136281
田老师红烧肉(新发地新村店),2813,47,39,7,20,true,false,0,true,585039
沁香缘（新发地店）,2288,46,38,5,20,false,false,0,true,239644
果为鲜水果超市（海淀店）,762,45,47,10,38,true,false,0,false,1980777
哈哈镜（广外店）,744,48,45,25,0,true,false,0,false,868916
颐佳榴莲千层蛋糕,736,48,90,10,0,false,false,0,false,866211
尊享宜购生活超市,676,49,42,19,168,false,false,0,false,201716
SaintTreasureLe蛋糕,672,48,129,0,0,false,false,0,false,581635
哈哈镜（西红门桥店）,661,49,43,10,0,false,false,0,false,2293280
倍儿鲜挪威三文鱼·日料寿司,868,48,65,30,200,false,false,0,false,2144620
张亮麻辣烫（总部基地店）,1411,45,34,5,20,true,false,0,false,251303
飞彤轩黄焖鸡米饭,1251,47,37,5,0,false,false,0,false,1785649
金掌勺东北菜（丰台万达广场店）,1920,47,40,6,20,true,false,0,true,1886731
咱家家常菜,1847,44,35,5,15,false,false,0,false,546732
金百万美食MALL（乐家店）,3316,47,43,6,20,true,false,0,true,391758
秦阿婆（快餐部）,2032,47,30,5,20,false,false,0,false,1405456
尖果儿水果超市,1588,49,53,18,68,false,false,0,false,896816
年年红家常菜(新发地店),1521,47,31,5,20,false,false,0,true,1050836
和合谷(大兴区京良路乐家店),1517,48,48,7,20,true,false,0,false,97770
田老师红烧肉(丰台南苑西路店),3978,47,30,7,20,true,false,0,true,1247021
好嫂子（槐房万达店）,2216,47,34,6,20,true,false,0,true,1942025
杨铭宇黄焖鸡米饭,2156,46,31,5,15,false,false,0,false,291372
台资味（北京大红门店）,1954,44,30,7,15,true,false,0,false,2010107
小火慢炖排骨米饭（集美店）,2006,47,30,4,0,true,false,0,false,1818260
田老师红烧肉(丰台世纪家家福超市店),5077,46,30,5,20,true,false,0,true,267112
真功夫（南苑店）,2190,48,48,5,5,true,false,0,false,800120
和合谷(丰台区马家堡银泰店),2032,47,52,7,20,true,false,0,false,97931
满溢比萨（石榴园店）,2384,48,48,5,49,true,false,0,false,492884
串爱面,1829,48,33,7,30,false,false,0,true,688862
蜀湘阁,1589,47,35,6,25,false,false,0,true,495448
云南过桥米线（东高地店）,1489,48,32,3,25,false,false,0,false,808963
田老师红烧肉(旧宫一店),2356,46,30,6,20,true,false,0,true,357051
金百万美食MALL（旧宫宣颐店）,1856,46,30,5,20,true,false,0,true,1485652
庆丰包子铺(小红门店),1636,47,30,4,20,true,false,0,false,357680
金掌勺（旧宫店）,1606,45,30,6,20,false,false,0,true,964108
大鸭梨烤鸭(旧宫店),1473,45,34,5,20,true,false,0,true,267639
粥全粥道（碧海公园店）,1380,48,30,6,20,true,false,0,true,650516
米多面多（旧宫店）,1350,47,30,3,20,false,false,0,false,1839155
江同学烤蹄,1218,48,60,20,80,false,false,0,false,377714
郭记麻辣烫麻辣香锅,1217,45,35,3,15,false,false,0,false,2201966
小恒水饺(旧宫万科店),1327,48,33,5,20,true,false,0,true,935119
田老师红烧肉(旧宫二店),3099,47,30,5,20,true,false,0,true,702923
食尚魔饭（亦庄林肯公园店）,2228,47,34,5,0,false,false,0,false,1553694
东北人家粗粮老菜馆,1478,47,37,7,20,false,false,0,true,1715212
砂锅居黄焖鸡过桥米线,1393,45,30,4,15,false,false,0,false,1475699
卖虾便当（亦庄店）,1947,46,30,5,15,true,false,0,false,1757674
桂林米粉,1229,47,36,5,15,false,false,0,false,111754
金红顺餐厅,1658,45,35,4,15,false,false,0,false,205943
巴郎子·简餐良品,1562,46,37,4,15,false,false,0,false,456065
焦耳·川式快餐（亦庄店）,2882,46,34,5,15,true,false,0,false,1315392
老友记港式烧腊煲仔饭,2627,47,36,3,15,false,false,0,false,2108598
楚风轩酒楼,2477,42,30,4,15,false,false,0,false,249522
