,lng,lat,mtWmPoiId,sold,star,deliverTime,minDeliverFee,minFee,brand,overtimePaymentSupported,isNewShopPromotion,extraService,name
89,116.26,39.94,1170023,1992,48,102,20,50,true,false,0,false,"7cake榴莲千层蛋糕"
90,116.26,39.94,267702,1950,45,44,7,20,true,false,0,true,"大鸭梨烤鸭(八里庄店)"
91,116.26,39.94,1540699,1934,43,53,4,20,true,false,0,false,"麦堡王（风尚城堡）"
92,116.26,39.94,772714,1924,45,30,4,20,false,false,0,false,"黄焖鸡米饭云南过桥米线"
93,116.26,39.94,483797,1911,45,37,0,20,false,false,0,false,"东北家常菜"
94,116.26,39.94,179160,1817,48,82,30,98,true,false,0,false,"夹克的虾（小龙虾外卖）"
95,116.26,39.94,156761,1770,46,144,10,0,true,false,0,false,"味多美（蛋糕店）"
96,116.27,39.94,164948,6351,48,61,8,20,true,false,0,false,"果腿儿鲜果切"
97,116.27,39.94,19177,5836,47,67,20,0,true,false,0,false,"麻辣诱惑·麻辣小龙虾·麻小外卖"
98,116.27,39.94,12721,5749,48,37,26,0,false,false,0,false,"极速汉堡"
99,116.27,39.94,417468,5193,44,33,4,0,true,false,0,false,"张亮麻辣烫（金源店）"
100,116.27,39.94,943862,5185,47,68,15,0,true,false,0,false,"老婆很芒"
101,116.27,39.94,339510,4890,46,35,7,15,true,false,0,false,"张亮麻辣烫（厂洼店）"
102,116.27,39.94,17765,4707,46,36,7,15,false,false,0,false,"东北特味"
103,116.27,39.94,1030344,4629,46,30,4,20,true,false,0,false,"张亮麻辣烫（金沟河店）"
104,116.27,39.94,1803304,3702,46,35,3,20,false,false,0,false,"李记 凉皮肉夹馍"
105,116.27,39.94,1081706,3564,48,61,15,20,true,false,0,false,"果腿儿鲜果切"
106,116.27,39.94,1757868,3303,48,36,5,0,true,false,0,false,"小火慢炖排骨米饭"
107,116.27,39.94,379616,3083,46,32,3,25,true,false,0,false,"张亮麻辣烫（田村店）"
108,116.27,39.94,585000,2942,47,30,5,20,true,false,0,true,"田老师红烧肉(欧尚店)"
109,116.27,39.94,1978169,2822,46,32,5,20,false,false,0,false,"35秒烤肉拌饭（武警总医院店）"
110,116.27,39.94,97310,2557,47,46,7,20,true,false,0,false,"和合谷(海淀区田村店)"
111,116.27,39.94,456391,2399,48,58,29,88,true,false,0,false,"首迩紫菜包饭（总部基地店）"
112,116.27,39.94,2046210,2310,45,34,5,20,false,false,0,false,"私菜益汤（航天桥店）"
113,116.27,39.94,1406703,2283,49,89,49,158,true,false,0,false,"河风精致寿司"
114,116.27,39.94,1281559,2264,45,43,3,0,true,false,0,false,"焦耳川式快餐（田村店）"
115,116.27,39.94,224027,2253,47,59,7,0,false,false,0,false,"麻辣村.麻辣香锅烤鱼"
116,116.27,39.94,202314,2194,47,83,35,0,false,false,0,false,"辣私房（小龙虾海鲜外卖）"
117,116.27,39.94,530685,2167,48,107,0,0,true,false,0,false,"美味可口蛋糕"
118,116.27,39.94,299537,2128,45,47,1,20,false,false,0,false,"嘚德饭"
119,116.27,39.94,422608,2090,48,30,5,20,true,false,0,true,"庆丰包子铺（美丽园店）"
120,116.27,39.94,1391957,2015,47,57,10,0,false,false,0,false,"花果园（水果切）"
121,116.28,39.94,164948,6351,48,61,8,20,true,false,0,false,"果腿儿鲜果切"
122,116.28,39.94,19177,5836,47,67,20,0,true,false,0,false,"麻辣诱惑·麻辣小龙虾·麻小外卖"
123,116.28,39.94,12721,5749,48,37,26,0,false,false,0,false,"极速汉堡"
124,116.28,39.94,312176,5407,44,33,5,20,false,false,0,false,"大粥锅（万寿路店）"
125,116.28,39.94,356830,5289,46,30,5,20,true,false,0,true,"田老师红烧肉(紫竹院一店)"
126,116.28,39.94,417468,5193,44,33,4,0,true,false,0,false,"张亮麻辣烫（金源店）"
127,116.28,39.94,943862,5185,47,68,8,0,true,false,0,false,"老婆很芒"
128,116.28,39.94,339510,4890,46,35,4,15,true,false,0,false,"张亮麻辣烫（厂洼店）"
129,116.28,39.94,17765,4707,46,36,5,15,false,false,0,false,"东北特味"
130,116.28,39.94,1030344,4629,46,30,4,20,true,false,0,false,"张亮麻辣烫（金沟河店）"
131,116.28,39.94,325764,4214,48,45,7,30,true,false,0,true,"京味斋(北洼路)"
132,116.28,39.94,1803304,3702,46,35,3,20,false,false,0,false,"李记 凉皮肉夹馍"
133,116.28,39.94,1081706,3564,48,61,8,0,true,false,0,false,"果腿儿鲜果切"
134,116.28,39.94,458637,3516,46,34,4,15,true,false,0,false,"焦耳川式快餐（航天桥店）"
135,116.28,39.94,1841420,3472,47,34,4,15,false,false,0,false,"张亮麻辣烫（紫竹桥店）"
136,116.28,39.94,112780,3383,47,32,7,20,true,false,0,true,"嘉和一品粥(北洼路店)"
137,116.28,39.94,1757868,3303,48,36,4,0,true,false,0,false,"小火慢炖排骨米饭"
138,116.28,39.94,498,3171,47,35,8,30,true,false,0,true,"宏状元(花园桥店)"
139,116.28,39.94,379616,3083,46,32,3,25,true,false,0,false,"张亮麻辣烫（田村店）"
140,116.28,39.94,819242,3016,45,37,4,15,true,false,0,false,"小暖便当（紫竹桥店）"
141,116.28,39.94,1429281,2768,48,33,4,15,true,false,0,false,"叫了个鸡（紫竹桥店）"
142,116.28,39.94,1611467,2739,48,34,4,15,true,false,0,false,"虾饭先生（航天桥店）"
143,116.28,39.94,267698,2702,46,47,5,20,true,false,0,true,"大鸭梨烤鸭(北洼路店)"
144,116.28,39.94,97310,2557,47,46,7,20,true,false,0,false,"和合谷(海淀区田村店)"
145,116.29,39.94,164948,6351,48,61,8,20,true,false,0,false,"果腿儿鲜果切"
146,116.29,39.94,19177,5836,47,67,20,0,true,false,0,false,"麻辣诱惑·麻辣小龙虾·麻小外卖"
147,116.29,39.94,12721,5749,48,37,26,0,false,false,0,false,"极速汉堡"
148,116.29,39.94,998212,5467,47,36,8,30,false,false,0,false,"小俩口烤肉拌饭"
149,116.29,39.94,312176,5407,44,33,5,20,false,false,0,false,"大粥锅（万寿路店）"
150,116.29,39.94,356830,5289,46,30,5,20,true,false,0,true,"田老师红烧肉(紫竹院一店)"
151,116.29,39.94,417468,5193,44,33,4,0,true,false,0,false,"张亮麻辣烫（金源店）"
152,116.29,39.94,943862,5185,47,68,8,0,true,false,0,false,"老婆很芒"
153,116.29,39.94,339510,4890,46,35,4,15,true,false,0,false,"张亮麻辣烫（厂洼店）"
154,116.29,39.94,17765,4707,46,36,4,15,false,false,0,false,"东北特味"
155,116.29,39.94,1030344,4629,46,30,4,20,true,false,0,false,"张亮麻辣烫（金沟河店）"
156,116.29,39.94,325764,4214,48,41,6,30,true,false,0,true,"京味斋(北洼路)"
157,116.29,39.94,1803304,3702,46,35,3,20,false,false,0,false,"李记 凉皮肉夹馍"
158,116.29,39.94,1081706,3564,48,61,8,0,true,false,0,false,"果腿儿鲜果切"
159,116.29,39.94,458637,3516,46,34,3,15,true,false,0,false,"焦耳川式快餐（航天桥店）"
160,116.29,39.94,1841420,3472,47,34,3,15,false,false,0,false,"张亮麻辣烫（紫竹桥店）"
161,116.29,39.94,112780,3383,47,30,6,20,true,false,0,true,"嘉和一品粥(北洼路店)"
162,116.29,39.94,1757868,3303,48,36,3,0,true,false,0,false,"小火慢炖排骨米饭"
163,116.29,39.94,498,3171,47,32,6,30,true,false,0,true,"宏状元(花园桥店)"
164,116.29,39.94,379616,3083,46,32,4,25,true,false,0,false,"张亮麻辣烫（田村店）"
165,116.29,39.94,819242,3016,45,37,3,15,true,false,0,false,"小暖便当（紫竹桥店）"
166,116.29,39.94,1429281,2768,48,33,3,15,true,false,0,false,"叫了个鸡（紫竹桥店）"
167,116.29,39.94,1884728,2755,48,31,4,0,false,false,0,false,"桃园煲仔饭（魏公村店）"
168,116.29,39.94,1611467,2739,48,34,3,15,true,false,0,false,"虾饭先生（航天桥店）"
169,116.3,39.94,164948,6351,48,61,6,20,true,false,0,false,"果腿儿鲜果切"
170,116.3,39.94,19177,5836,47,67,20,0,true,false,0,false,"麻辣诱惑·麻辣小龙虾·麻小外卖"
171,116.3,39.94,12721,5749,48,37,26,0,false,false,0,false,"极速汉堡"
172,116.3,39.94,998212,5467,47,36,6,20,false,false,0,false,"小俩口烤肉拌饭"
173,116.3,39.94,312176,5407,44,33,5,20,false,false,0,false,"大粥锅（万寿路店）"
174,116.3,39.94,356830,5289,46,30,5,20,true,false,0,true,"田老师红烧肉(紫竹院一店)"
175,116.3,39.94,417468,5193,44,33,4,0,true,false,0,false,"张亮麻辣烫（金源店）"
176,116.3,39.94,943862,5185,47,68,8,0,true,false,0,false,"老婆很芒"
177,116.3,39.94,52602,5130,47,36,5,0,true,false,0,false,"第1佳大鸡排（人大学生创店）"
178,116.3,39.94,339510,4890,46,35,3,15,true,false,0,false,"张亮麻辣烫（厂洼店）"
179,116.3,39.94,17765,4707,46,36,4,15,false,false,0,false,"东北特味"
180,116.3,39.94,1030344,4629,46,30,5,20,true,false,0,false,"张亮麻辣烫（金沟河店）"
181,116.3,39.94,325764,4214,48,38,6,30,true,false,0,true,"京味斋(北洼路)"
182,116.3,39.94,651617,3946,47,34,4,15,false,false,0,false,"东北老杨麻辣拌"
183,116.3,39.94,1477504,3770,46,32,3,15,true,false,0,false,"张亮麻辣烫（魏公村店）"
184,116.3,39.94,1803304,3702,46,35,3,20,false,false,0,false,"李记 凉皮肉夹馍"
185,116.3,39.94,1081706,3564,48,61,8,0,true,false,0,false,"果腿儿鲜果切"
186,116.3,39.94,458637,3516,46,34,3,15,true,false,0,false,"焦耳川式快餐（航天桥店）"
187,116.3,39.94,1841420,3472,47,34,3,15,false,false,0,false,"张亮麻辣烫（紫竹桥店）"
188,116.3,39.94,112780,3383,47,30,6,20,true,false,0,true,"嘉和一品粥(北洼路店)"
189,116.3,39.94,1757868,3303,48,36,3,0,true,false,0,false,"小火慢炖排骨米饭"
190,116.3,39.94,498,3171,47,30,6,30,true,false,0,true,"宏状元(花园桥店)"
191,116.3,39.94,379616,3083,46,32,5,25,true,false,0,false,"张亮麻辣烫（田村店）"
192,116.3,39.94,819242,3016,45,37,3,15,true,false,0,false,"小暖便当（紫竹桥店）"
193,116.31,39.94,164948,6351,48,61,6,20,true,false,0,false,"果腿儿鲜果切"
194,116.31,39.94,1264698,5912,45,37,5,15,false,false,0,false,"云南过桥米线（人大店）"
195,116.31,39.94,19177,5836,47,67,20,0,true,false,0,false,"麻辣诱惑·麻辣小龙虾·麻小外卖"
196,116.31,39.94,12721,5749,48,37,26,0,false,false,0,false,"极速汉堡"
197,116.31,39.94,998212,5467,47,36,4,20,false,false,0,false,"小俩口烤肉拌饭"
198,116.31,39.94,312176,5407,44,33,5,20,false,false,0,false,"大粥锅（万寿路店）"
199,116.31,39.94,356830,5289,46,30,5,20,true,false,0,true,"田老师红烧肉(紫竹院一店)"
200,116.31,39.94,943862,5185,47,68,6,0,true,false,0,false,"老婆很芒"
201,116.31,39.94,52602,5130,47,36,5,0,true,false,0,false,"第1佳大鸡排（人大学创业店）"
202,116.31,39.94,576322,5009,47,37,7,20,false,false,0,false,"湘香小厨"
203,116.31,39.94,339510,4890,46,35,3,15,true,false,0,false,"张亮麻辣烫（厂洼店）"
204,116.31,39.94,17765,4707,46,36,4,15,false,false,0,false,"东北特味"
205,116.31,39.94,1241688,4276,46,38,5,15,false,false,0,false,"食邑韩舍石锅拌饭"
206,116.31,39.94,325764,4214,48,39,6,30,true,false,0,true,"京味斋(北洼路)"
207,116.31,39.94,1060902,3979,44,37,8,0,true,false,0,false,"张亮麻辣烫(保福寺店)"
208,116.31,39.94,651617,3946,47,34,3,15,false,false,0,false,"东北老杨麻辣拌"
209,116.31,39.94,1477504,3770,46,32,3,15,true,false,0,false,"张亮麻辣烫（魏公村店）"
210,116.31,39.94,1803304,3702,46,35,5,20,false,false,0,false,"李记 凉皮肉夹馍"
211,116.31,39.94,1081706,3564,48,61,8,0,true,false,0,false,"果腿儿鲜果切"
212,116.31,39.94,1267029,3526,43,39,5,15,false,false,0,false,"一锅鲜麻辣香锅"
213,116.31,39.94,2422,3517,43,41,4.5,25,false,false,0,false,"木桶传奇"
214,116.31,39.94,458637,3516,46,34,3,15,true,false,0,false,"焦耳川式快餐（航天桥店）"
215,116.31,39.94,1841420,3472,47,34,3,15,false,false,0,false,"张亮麻辣烫（紫竹桥店）"
216,116.31,39.94,112780,3383,47,30,6,20,true,false,0,true,"嘉和一品粥(北洼路店)"
217,116.31,39.94,1757868,3303,48,36,3,0,true,false,0,false,"小火慢炖排骨米饭"
218,116.32,39.94,971211,9184,45,31,4,15,true,false,0,false,"田老师红烧肉(海淀交大店)"
219,116.32,39.94,544,6516,47,45,7,20,true,false,0,true,"金百万美食MALL（万柳店）"
220,116.32,39.94,164948,6351,48,61,6,20,true,false,0,false,"果腿儿鲜果切"
221,116.32,39.94,19177,5836,47,67,20,0,true,false,0,false,"麻辣诱惑·麻辣小龙虾·麻小外卖"
222,116.32,39.94,12721,5749,48,37,26,0,false,false,0,false,"极速汉堡"
223,116.32,39.94,998212,5467,47,36,4,20,false,false,0,false,"小俩口烤肉拌饭"
224,116.32,39.94,943862,5185,47,68,6,0,true,false,0,false,"老婆很芒"
225,116.32,39.94,576322,5009,47,37,6,20,false,false,0,false,"湘香小厨"
226,116.32,39.94,339510,4890,46,35,3,15,true,false,0,false,"张亮麻辣烫（厂洼店）"
227,116.32,39.94,17765,4707,46,36,4,15,false,false,0,false,"东北特味"
228,116.32,39.94,1241688,4276,46,38,4,15,false,false,0,false,"食邑韩舍石锅拌饭"
229,116.32,39.94,1060902,3979,44,37,8,0,true,false,0,false,"张亮麻辣烫(保福寺店)"
230,116.32,39.94,1675697,3967,47,37,4,15,false,false,0,false,"台式脆皮鸡排饭"
231,116.32,39.94,651617,3946,47,34,3,15,false,false,0,false,"东北老杨麻辣拌"
232,116.32,39.94,1820333,3913,48,33,4,15,true,false,0,false,"虾饭先生（西直门店）"
233,116.32,39.94,1477504,3770,46,32,3,15,true,false,0,false,"张亮麻辣烫（魏公村店）"
234,116.32,39.94,98659,3576,46,34,5,15,true,false,0,false,"焦耳川式快餐（华宇店）"
235,116.32,39.94,1081706,3564,48,61,8,0,true,false,0,false,"果腿儿鲜果切"
236,116.32,39.94,1267029,3526,43,39,4,15,false,false,0,false,"一锅鲜麻辣香锅"
237,116.32,39.94,267260,3516,47,30,5,20,true,false,0,true,"田老师红烧肉（魏公村法华寺店）"
238,116.32,39.94,1757868,3303,48,36,4,0,true,false,0,false,"小火慢炖排骨米饭"
239,116.32,39.94,2043954,3079,48,38,5,15,true,false,0,false,"缘来赫赫小厨麻辣香锅（人民大学店）"
240,116.32,39.94,819242,3016,45,37,3,15,true,false,0,false,"小暖便当（紫竹桥店）"
241,116.32,39.94,508811,2987,45,31,4,0,false,false,0,false,"辣妹子湘菜馆（展览路店）"
242,116.33,39.94,721751,9413,45,35,5,15,true,false,0,false,"张亮麻辣烫（大钟寺店）"
243,116.33,39.94,971211,9184,45,31,3,15,true,false,0,false,"田老师红烧肉(海淀交大店)"
244,116.33,39.94,114591,7771,48,39,8,40,true,false,0,false,"德克士（阜成门店）"
245,116.33,39.94,164948,6351,48,61,6,20,true,false,0,false,"果腿儿鲜果切"
246,116.33,39.94,1185563,6057,47,34,3,15,true,false,0,false,"凉皮先生（西直门凯德店）"
247,116.33,39.94,1264698,5912,45,37,5,15,false,false,0,false,"云南过桥米线（人大店）"
248,116.33,39.94,19177,5836,47,67,20,0,true,false,0,false,"麻辣诱惑·麻辣小龙虾·麻小外卖"
249,116.33,39.94,12721,5749,48,37,26,0,false,false,0,false,"极速汉堡"
250,116.33,39.94,1625164,5632,46,35,4,0,true,false,0,false,"小火慢炖排骨米饭（四道口店）"
251,116.33,39.94,998212,5467,47,36,6,20,false,false,0,false,"小俩口烤肉拌饭"
252,116.33,39.94,943862,5185,47,68,6,0,true,false,0,false,"老婆很芒"
253,116.33,39.94,576322,5009,47,37,6,20,false,false,0,false,"湘香小厨"
254,116.33,39.94,339510,4890,46,35,4,15,true,false,0,false,"张亮麻辣烫（厂洼店）"
255,116.33,39.94,17765,4707,46,36,5,15,false,false,0,false,"东北特味"
256,116.33,39.94,1241688,4276,46,38,5,15,false,false,0,false,"食邑韩舍石锅拌饭"
257,116.33,39.94,1331286,4065,48,34,4,15,true,false,0,false,"原味觉醒·健康餐（四道口店）"
258,116.33,39.94,1675697,3967,47,37,5,15,false,false,0,false,"台式脆皮鸡排饭"
259,116.33,39.94,651617,3946,47,34,3,15,false,false,0,false,"东北老杨麻辣拌"
260,116.33,39.94,1820333,3913,48,33,3,15,true,false,0,false,"虾饭先生（西直门店）"
261,116.33,39.94,1477504,3770,46,32,3,15,true,false,0,false,"张亮麻辣烫（魏公村店）"
262,116.33,39.94,1081706,3564,48,61,8,0,true,false,0,false,"果腿儿鲜果切"
263,116.33,39.94,1267029,3526,43,39,4,15,false,false,0,false,"一锅鲜麻辣香锅"
264,116.33,39.94,2422,3517,43,41,4.5,25,false,false,0,false,"木桶传奇"
265,116.33,39.94,1965621,3509,47,37,6,20,true,false,0,true,"金渝川菜（交大店）"
266,116.33,39.94,1841420,3472,47,34,3,15,false,false,0,false,"张亮麻辣烫（紫竹桥店）"
267,116.34,39.94,721751,9413,45,35,4,15,true,false,0,false,"张亮麻辣烫（大钟寺店）"
268,116.34,39.94,971211,9184,45,31,3,15,true,false,0,false,"田老师红烧肉(海淀交大店)"
269,116.34,39.94,114591,7771,48,39,4,25,true,false,0,false,"德克士（阜成门店）"
270,116.34,39.94,164948,6351,48,61,6,20,true,false,0,false,"果腿儿鲜果切"
271,116.34,39.94,1185563,6057,47,34,3,15,true,false,0,false,"凉皮先生（西直门凯德店）"
272,116.34,39.94,1010346,5847,47,39,6,0,false,false,0,false,"dudu私房煲仔饭"
273,116.34,39.94,575,5844,46,33,4,20,true,false,0,false,"金百万美食MALL（四道口店）"
274,116.34,39.94,19177,5836,47,67,20,0,true,false,0,false,"麻辣诱惑·麻辣小龙虾·麻小外卖"
275,116.34,39.94,12721,5749,48,37,26,0,false,false,0,false,"极速汉堡"
276,116.34,39.94,998212,5467,47,36,8,30,false,false,0,false,"小俩口烤肉拌饭"
277,116.34,39.94,943862,5185,47,68,8,0,true,false,0,false,"老婆很芒"
278,116.34,39.94,339510,4890,46,35,5,15,true,false,0,false,"张亮麻辣烫（厂洼店）"
279,116.34,39.94,70387,4520,45,35,4,0,false,false,0,false,"黄焖鸡米饭（西直门店）"
280,116.34,39.94,1241688,4276,46,38,5,15,false,false,0,false,"食邑韩舍石锅拌饭"
281,116.34,39.94,1331286,4065,48,34,4,15,true,false,0,false,"原味觉醒·健康餐（四道口店）"
282,116.34,39.94,1675697,3967,47,37,5,15,false,false,0,false,"台式脆皮鸡排饭"
283,116.34,39.94,651617,3946,47,34,4,15,false,false,0,false,"东北老杨麻辣拌"
284,116.34,39.94,1820333,3913,48,33,3,15,true,false,0,false,"虾饭先生（西直门店）"
285,116.34,39.94,1081706,3564,48,61,8,0,true,false,0,false,"果腿儿鲜果切"
