,lng,lat,mtWmPoiId,sold,star,deliverTime,minDeliverFee,minFee,brand,overtimePaymentSupported,isNewShopPromotion,extraService,name
1555,116.47,39.94,1088060,3364,44,39,4,15,true,false,0,false,"大东北烤肉拌饭（三元桥店）"
1556,116.47,39.94,1321109,3343,46,30,6,20,false,false,0,true,"沙县小吃（工体店）"
1557,116.47,39.94,1496555,3134,46,33,4,15,true,false,0,false,"焦耳·川式快餐（霄云路店）"
1558,116.47,39.94,992451,2905,45,44,6,20,true,false,0,true,"绿茶餐厅（北京世茂工三店）"
1559,116.47,39.94,81982,2861,44,52,20,78,false,false,0,false,"渝湘缘"
1560,116.47,39.94,2027106,2844,48,49,5,0,false,false,0,false,"悟空鲜果"
1561,116.47,39.94,356463,2763,45,40,4,15,true,false,0,false,"粥面故事（东大桥店）"
1562,116.47,39.94,1517458,2728,44,40,5,20,false,false,0,false,"秦源凉皮肉夹馍（十里堡店）"
1563,116.47,39.94,25678,2726,47,43,5,20,true,false,0,false,"东池便当（三元桥）"
1564,116.48,39.94,1264461,10012,44,42,5,15,false,false,0,false,"黄焖鸡米饭排骨米饭"
1565,116.48,39.94,1884456,7647,46,39,4,20,true,false,0,false,"大东北黄焖鸡vs烤肉拌饭（石佛营店）"
1566,116.48,39.94,164948,6351,48,61,8,20,true,false,0,false,"果腿儿鲜果切"
1567,116.48,39.94,19177,5836,47,67,20,0,true,false,0,false,"麻辣诱惑·麻辣小龙虾·麻小外卖"
1568,116.48,39.94,943862,5185,47,67,8,0,true,false,0,false,"老婆很芒"
1569,116.48,39.94,267157,4898,43,40,3,20,true,false,0,false,"田老师红烧肉(大杂院店)"
1570,116.48,39.94,1081706,3564,48,57,10,20,true,false,0,false,"果腿儿鲜果切"
1571,116.48,39.94,1088060,3364,44,39,5,15,true,false,0,false,"大东北烤肉拌饭（三元桥店）"
1572,116.48,39.94,1496555,3134,46,33,4,15,true,false,0,false,"焦耳·川式快餐（霄云路店）"
1573,116.48,39.94,2027106,2844,48,49,5,30,false,false,0,false,"悟空鲜果"
1574,116.48,39.94,1517458,2728,44,40,4,20,false,false,0,false,"秦源凉皮肉夹馍（十里堡店）"
1575,116.48,39.94,761442,2332,49,50,18,30,false,false,0,false,"果想你（箭送）"
1576,116.48,39.94,1406703,2283,49,87,10,98,true,false,0,false,"河风精致寿司"
1577,116.48,39.94,224027,2253,47,59,7,0,false,false,0,false,"麻辣村.麻辣香锅烤鱼"
1578,116.48,39.94,202314,2194,47,75,25,0,false,false,0,false,"辣私房（小龙虾海鲜外卖）"
1579,116.48,39.94,530685,2167,48,107,0,0,true,false,0,false,"美味可口蛋糕"
1580,116.48,39.94,1391957,2015,47,55,30,0,false,false,0,false,"花果园（水果切）"
1581,116.48,39.94,1170023,1992,48,78,5,0,true,false,0,false,"7cake榴莲千层蛋糕"
1582,116.48,39.94,760810,1968,46,38,3,20,false,false,0,false,"麻辣烫馆"
1583,116.48,39.94,2188893,1865,48,39,4,20,false,false,0,false,"甄膳粮"
1584,116.48,39.94,1391921,1822,45,37,5,15,true,false,0,false,"卖虾便当(青年路店)"
1585,116.48,39.94,179160,1817,48,82,20,98,true,false,0,false,"夹克的虾（小龙虾外卖）"
1586,116.48,39.94,156761,1770,46,144,10,0,true,false,0,false,"味多美（蛋糕店）"
1587,116.48,39.94,661517,1752,47,62,5,36,false,false,0,false,"榴芒来啦千层蛋糕"
1588,116.49,39.94,1264461,10012,44,42,4,15,false,false,0,false,"黄焖鸡米饭排骨米饭"
1589,116.49,39.94,1884456,7647,46,39,3,20,true,false,0,false,"大东北黄焖鸡vs烤肉拌饭（石佛营店）"
1590,116.49,39.94,164948,6351,48,61,8,20,true,false,0,false,"果腿儿鲜果切"
1591,116.49,39.94,19177,5836,47,67,20,0,true,false,0,false,"麻辣诱惑·麻辣小龙虾·麻小外卖"
1592,116.49,39.94,943862,5185,47,67,8,0,true,false,0,false,"老婆很芒"
1593,116.49,39.94,267157,4898,43,40,3,20,true,false,0,false,"田老师红烧肉(大杂院店)"
1594,116.49,39.94,644740,4183,44,34,5,20,true,false,0,true,"大鸭梨烤鸭（石佛营店）"
1595,116.49,39.94,1204963,3573,45,38,4,20,true,false,0,false,"爱尚排骨饭（慈云寺店）"
1596,116.49,39.94,1081706,3564,48,57,10,20,true,false,0,false,"果腿儿鲜果切"
1597,116.49,39.94,1496555,3134,46,33,5,15,true,false,0,false,"焦耳·川式快餐（霄云路店）"
1598,116.49,39.94,2027106,2844,48,49,5,30,false,false,0,false,"悟空鲜果"
1599,116.49,39.94,1517458,2728,44,40,3,20,false,false,0,false,"秦源凉皮肉夹馍（十里堡店）"
1600,116.49,39.94,267108,2391,46,30,5,20,true,false,0,true,"田老师红烧肉(石佛营店)"
1601,116.49,39.94,761442,2332,49,50,18,30,false,false,0,false,"果想你（箭送）"
1602,116.49,39.94,1406703,2283,49,87,10,98,true,false,0,false,"河风精致寿司"
1603,116.49,39.94,224027,2253,47,59,7,0,false,false,0,false,"麻辣村.麻辣香锅烤鱼"
1604,116.49,39.94,1745572,2237,46,38,8,20,true,false,0,true,"田老师红烧肉（朝阳姚家园店）"
1605,116.49,39.94,202314,2194,47,75,25,0,false,false,0,false,"辣私房（小龙虾海鲜外卖）"
1606,116.49,39.94,530685,2167,48,107,0,0,true,false,0,false,"美味可口蛋糕"
1607,116.49,39.94,57025,2139,46,57,5,0,true,false,0,false,"裸奔披萨"
1608,116.49,39.94,1170023,1992,48,78,5,0,true,false,0,false,"7cake榴莲千层蛋糕"
1609,116.49,39.94,760810,1968,46,38,3,20,false,false,0,false,"麻辣烫馆"
1610,116.49,39.94,1391921,1822,45,37,4,15,true,false,0,false,"卖虾便当(青年路店)"
1611,116.49,39.94,179160,1817,48,82,20,98,true,false,0,false,"夹克的虾（小龙虾外卖）"
1612,116.5,39.94,1264461,10012,44,42,3,15,false,false,0,false,"黄焖鸡米饭排骨米饭"
1613,116.5,39.94,1884456,7647,46,39,3,20,true,false,0,false,"大东北黄焖鸡vs烤肉拌饭（石佛营店）"
1614,116.5,39.94,524451,6871,43,52,5,30,false,false,0,false,"十一家"
1615,116.5,39.94,164948,6351,48,61,8,20,true,false,0,false,"果腿儿鲜果切"
1616,116.5,39.94,19177,5836,47,67,20,0,true,false,0,false,"麻辣诱惑·麻辣小龙虾·麻小外卖"
1617,116.5,39.94,943862,5185,47,67,8,0,true,false,0,false,"老婆很芒"
1618,116.5,39.94,644740,4183,44,31,5,20,true,false,0,true,"大鸭梨烤鸭（石佛营店）"
1619,116.5,39.94,1204963,3573,45,38,4,20,true,false,0,false,"爱尚排骨饭（慈云寺店）"
1620,116.5,39.94,1081706,3564,48,57,10,20,true,false,0,false,"果腿儿鲜果切"
1621,116.5,39.94,1672132,3177,47,34,4,15,false,false,0,false,"张亮麻辣烫（酒仙桥店）"
1622,116.5,39.94,2027106,2844,48,49,5,30,false,false,0,false,"悟空鲜果"
1623,116.5,39.94,1528535,2778,47,35,7,20,true,false,0,true,"汉堡王(远洋未来汇店22738)"
1624,116.5,39.94,992715,2771,45,53,6,20,true,false,0,true,"绿茶餐厅（北京朝阳大悦城店）"
1625,116.5,39.94,1517458,2728,44,40,3,20,false,false,0,false,"秦源凉皮肉夹馍（十里堡店）"
1626,116.5,39.94,1697681,2699,45,38,3,15,false,false,0,false,"小珺柑串串香<U+2022>麻辣烫"
1627,116.5,39.94,267108,2391,46,30,5,20,true,false,0,true,"田老师红烧肉(石佛营店)"
1628,116.5,39.94,761442,2332,49,50,18,30,false,false,0,false,"果想你（箭送）"
1629,116.5,39.94,593979,2327,41,52,8,50,false,false,0,false,"川湘私厨"
1630,116.5,39.94,1406703,2283,49,87,10,98,true,false,0,false,"河风精致寿司"
1631,116.5,39.94,224027,2253,47,59,7,0,false,false,0,false,"麻辣村.麻辣香锅烤鱼"
1632,116.5,39.94,1745572,2237,46,35,7,20,true,false,0,true,"田老师红烧肉（朝阳姚家园店）"
1633,116.5,39.94,202314,2194,47,75,25,0,false,false,0,false,"辣私房（小龙虾海鲜外卖）"
1634,116.5,39.94,337937,2193,47,45,7,0,true,false,0,false,"吉野家(八里庄东里店)"
1635,116.5,39.94,530685,2167,48,107,0,0,true,false,0,false,"美味可口蛋糕"
1636,116.51,39.94,1264461,10012,44,42,3,15,false,false,0,false,"黄焖鸡米饭排骨米饭"
1637,116.51,39.94,1884456,7647,46,39,3,20,true,false,0,false,"大东北黄焖鸡vs烤肉拌饭（石佛营店）"
1638,116.51,39.94,164948,6351,48,61,8,20,true,false,0,false,"果腿儿鲜果切"
1639,116.51,39.94,19177,5836,47,67,20,0,true,false,0,false,"麻辣诱惑·麻辣小龙虾·麻小外卖"
1640,116.51,39.94,943862,5185,47,67,8,0,true,false,0,false,"老婆很芒"
1641,116.51,39.94,1081706,3564,48,57,10,20,true,false,0,false,"果腿儿鲜果切"
1642,116.51,39.94,1672132,3177,47,34,4,15,false,false,0,false,"张亮麻辣烫（酒仙桥店）"
1643,116.51,39.94,992715,2771,45,49,6,20,true,false,0,true,"绿茶餐厅（北京朝阳大悦城店）"
1644,116.51,39.94,1517458,2728,44,40,3,20,false,false,0,false,"秦源凉皮肉夹馍（十里堡店）"
1645,116.51,39.94,1697681,2699,45,38,3,15,false,false,0,false,"小珺柑串串香<U+2022>麻辣烫"
1646,116.51,39.94,880720,2684,44,43,6,15,false,false,0,false,"回家吃饭"
1647,116.51,39.94,267108,2391,46,30,5,20,true,false,0,true,"田老师红烧肉(石佛营店)"
1648,116.51,39.94,112753,2373,44,35,7,20,true,false,0,true,"嘉和一品粥(青年路店)"
1649,116.51,39.94,761442,2332,49,50,18,30,false,false,0,false,"果想你（箭送）"
1650,116.51,39.94,1406703,2283,49,87,10,98,true,false,0,false,"河风精致寿司"
1651,116.51,39.94,224027,2253,47,59,7,0,false,false,0,false,"麻辣村.麻辣香锅烤鱼"
1652,116.51,39.94,1745572,2237,46,30,6,20,true,false,0,true,"田老师红烧肉（朝阳姚家园店）"
1653,116.51,39.94,202314,2194,47,75,25,0,false,false,0,false,"辣私房（小龙虾海鲜外卖）"
1654,116.51,39.94,530685,2167,48,107,0,0,true,false,0,false,"美味可口蛋糕"
1655,116.51,39.94,57025,2139,46,57,5,0,true,false,0,false,"裸奔披萨"
1656,116.51,39.94,1170023,1992,48,88,8,0,true,false,0,false,"7cake榴莲千层蛋糕"
1657,116.51,39.94,379648,1978,46,31,6,18,false,false,0,false,"正宗过桥米线"
1658,116.51,39.94,2247861,1947,45,37,3,15,false,false,0,false,"古镇过桥米线"
1659,116.51,39.94,1391921,1822,45,37,3,15,true,false,0,false,"卖虾便当(青年路店)"
1660,116.52,39.94,1264461,10012,44,42,3,15,false,false,0,false,"黄焖鸡米饭排骨米饭"
1661,116.52,39.94,1884456,7647,46,39,3,20,true,false,0,false,"大东北黄焖鸡vs烤肉拌饭（石佛营店）"
1662,116.52,39.94,524451,6871,43,52,5,30,false,false,0,false,"十一家"
1663,116.52,39.94,164948,6351,48,61,15,30,true,false,0,false,"果腿儿鲜果切"
1664,116.52,39.94,19177,5836,47,67,20,0,true,false,0,false,"麻辣诱惑·麻辣小龙虾·麻小外卖"
1665,116.52,39.94,609182,5329,43,36,4,20,false,false,0,false,"好粥道"
1666,116.52,39.94,943862,5185,47,68,8,0,true,false,0,false,"老婆很芒"
1667,116.52,39.94,394131,4601,47,35,5,15,true,false,0,false,"张亮麻辣烫"
1668,116.52,39.94,644740,4183,44,35,5,20,true,false,0,true,"大鸭梨烤鸭（石佛营店）"
1669,116.52,39.94,1081706,3564,48,57,10,20,true,false,0,false,"果腿儿鲜果切"
1670,116.52,39.94,1805575,3240,47,34,5,20,true,false,0,false,"凉皮先生（大黄庄分店）"
1671,116.52,39.94,1672132,3177,47,34,5,15,false,false,0,false,"张亮麻辣烫（酒仙桥店）"
1672,116.52,39.94,616336,3049,47,34,4,15,false,false,0,false,"张亮麻辣烫（甘露园店）"
1673,116.52,39.94,1499038,3017,48,32,7,20,false,false,0,true,"味风暴煲仔飯（朝阳路店）"
1674,116.52,39.94,1107516,2922,47,36,5,20,false,false,0,false,"张姐烤肉拌饭（慈云寺店）"
1675,116.52,39.94,1435005,2894,46,34,5,20,true,false,0,false,"馍饭传奇（慈云寺店）"
1676,116.52,39.94,2007101,2826,48,32,7,15,false,false,0,false,"COCO"
1677,116.52,39.94,103250,2773,46,30,7,15,false,false,0,false,"猫眼披萨（定福庄店）"
1678,116.52,39.94,992715,2771,45,46,5,20,true,false,0,true,"绿茶餐厅（北京朝阳大悦城店）"
1679,116.52,39.94,1517458,2728,44,40,4,20,false,false,0,false,"秦源凉皮肉夹馍（十里堡店）"
1680,116.52,39.94,1697681,2699,45,38,3,15,false,false,0,false,"小珺柑串串香<U+2022>麻辣烫"
1681,116.52,39.94,880720,2684,44,43,6,15,false,false,0,false,"回家吃饭"
1682,116.52,39.94,791320,2387,48,37,7,20,true,false,0,true,"亚米荟盐酥鸡（未来汇店）"
1683,116.52,39.94,112753,2373,44,31,6,20,true,false,0,true,"嘉和一品粥(青年路店)"
1684,116.23,39.93,164948,6351,48,61,15,30,true,false,0,false,"果腿儿鲜果切"
1685,116.23,39.93,19177,5836,47,67,20,0,true,false,0,false,"麻辣诱惑·麻辣小龙虾·麻小外卖"
1686,116.23,39.93,943862,5185,47,68,15,0,true,false,0,false,"老婆很芒"
1687,116.23,39.93,1081706,3564,48,61,15,20,true,false,0,false,"果腿儿鲜果切"
1688,116.23,39.93,1946110,2622,48,33,5,20,false,false,0,false,"烤肉拌饭脆皮鸡饭"
1689,116.23,39.93,97310,2557,47,46,7,20,true,false,0,false,"和合谷(海淀区田村店)"
1690,116.23,39.93,2166531,2416,49,32,5,15,true,false,0,false,"凉皮先生（鲁谷店）"
1691,116.23,39.93,456391,2399,48,58,29,88,true,false,0,false,"首迩紫菜包饭（总部基地店）"
1692,116.23,39.93,1406703,2283,49,89,59,158,true,false,0,false,"河风精致寿司"
1693,116.23,39.93,1281559,2264,45,43,6,30,true,false,0,false,"焦耳川式快餐（田村店）"
1694,116.23,39.93,224027,2253,47,59,7,0,false,false,0,false,"麻辣村.麻辣香锅烤鱼"
1695,116.23,39.93,202314,2194,47,83,45,0,false,false,0,false,"辣私房（小龙虾海鲜外卖）"
1696,116.23,39.93,530685,2167,48,107,0,0,true,false,0,false,"美味可口蛋糕"
1697,116.23,39.93,1589131,2131,45,33,5,15,true,false,0,false,"卖虾便当(鲁谷路店)"
1698,116.23,39.93,1391957,2015,47,55,30,0,false,false,0,false,"花果园（水果切）"
1699,116.23,39.93,1170023,1992,48,102,30,50,true,false,0,false,"7cake榴莲千层蛋糕"
1700,116.23,39.93,1540699,1934,43,53,5,20,true,false,0,false,"麦堡王（风尚城堡）"
1701,116.23,39.93,772714,1924,45,30,5,20,false,false,0,false,"黄焖鸡米饭云南过桥米线"
1702,116.23,39.93,179160,1817,48,82,40,98,true,false,0,false,"夹克的虾（小龙虾外卖）"
1703,116.23,39.93,156761,1770,46,144,10,0,true,false,0,false,"味多美（蛋糕店）"
1704,116.23,39.93,1145657,1751,47,80,56,150,true,false,0,false,"村上一屋日料寿司"
1705,116.23,39.93,1079151,1648,48,54,25,88,false,false,0,false,"亚美超市（哈哈镜vip店）"
1706,116.23,39.93,1697200,1636,45,37,3,20,true,false,0,false,"小火慢炖排骨米饭（风尚城堡店）"
1707,116.24,39.93,325854,7410,48,30,6,20,true,false,0,true,"金百万美食MALL（万城店）"
1708,116.24,39.93,164948,6351,48,61,15,30,true,false,0,false,"果腿儿鲜果切"
1709,116.24,39.93,19177,5836,47,67,20,0,true,false,0,false,"麻辣诱惑·麻辣小龙虾·麻小外卖"
1710,116.24,39.93,943862,5185,47,68,15,0,true,false,0,false,"老婆很芒"
1711,116.24,39.93,1081706,3564,48,61,15,20,true,false,0,false,"果腿儿鲜果切"
1712,116.24,39.93,379616,3083,46,32,4,25,true,false,0,false,"张亮麻辣烫（田村店）"
1713,116.24,39.93,491995,3049,48,30,6,20,true,false,0,true,"好嫂子（金沟河店）"
1714,116.24,39.93,1978169,2822,46,32,5,20,false,false,0,false,"35秒烤肉拌饭（武警总医院店）"
1715,116.24,39.93,97310,2557,47,46,7,20,true,false,0,false,"和合谷(海淀区田村店)"
1716,116.24,39.93,112790,2535,47,30,7,20,true,false,0,true,"嘉和一品粥(永定路店)"
1717,116.24,39.93,456391,2399,48,58,29,88,true,false,0,false,"首迩紫菜包饭（总部基地店）"
1718,116.24,39.93,1406703,2283,49,89,59,158,true,false,0,false,"河风精致寿司"
1719,116.24,39.93,1281559,2264,45,43,3,0,true,false,0,false,"焦耳川式快餐（田村店）"
1720,116.24,39.93,224027,2253,47,59,7,0,false,false,0,false,"麻辣村.麻辣香锅烤鱼"
1721,116.24,39.93,202314,2194,47,83,45,0,false,false,0,false,"辣私房（小龙虾海鲜外卖）"
1722,116.24,39.93,530685,2167,48,107,0,0,true,false,0,false,"美味可口蛋糕"
1723,116.24,39.93,1391957,2015,47,57,15,0,false,false,0,false,"花果园（水果切）"
1724,116.24,39.93,1170023,1992,48,102,20,50,true,false,0,false,"7cake榴莲千层蛋糕"
1725,116.24,39.93,663392,1991,47,31,7,20,true,false,0,true,"吉祥馄饨（武警医院店）"
1726,116.24,39.93,1540699,1934,43,53,4,20,true,false,0,false,"麦堡王（风尚城堡）"
1727,116.24,39.93,772714,1924,45,30,4,20,false,false,0,false,"黄焖鸡米饭云南过桥米线"
1728,116.24,39.93,179160,1817,48,82,30,98,true,false,0,false,"夹克的虾（小龙虾外卖）"
1729,116.24,39.93,156761,1770,46,144,10,0,true,false,0,false,"味多美（蛋糕店）"
1730,116.24,39.93,1145657,1751,47,80,56,150,true,false,0,false,"村上一屋日料寿司"
1731,116.25,39.93,325854,7410,48,30,5,20,true,false,0,true,"金百万美食MALL（万城店）"
1732,116.25,39.93,164948,6351,48,61,15,30,true,false,0,false,"果腿儿鲜果切"
1733,116.25,39.93,19177,5836,47,67,20,0,true,false,0,false,"麻辣诱惑·麻辣小龙虾·麻小外卖"
1734,116.25,39.93,943862,5185,47,68,15,0,true,false,0,false,"老婆很芒"
1735,116.25,39.93,1030344,4629,46,30,4,20,true,false,0,false,"张亮麻辣烫（金沟河店）"
1736,116.25,39.93,1803304,3702,46,35,4,20,false,false,0,false,"李记 凉皮肉夹馍"
1737,116.25,39.93,1081706,3564,48,61,15,20,true,false,0,false,"果腿儿鲜果切"
1738,116.25,39.93,379616,3083,46,32,3,25,true,false,0,false,"张亮麻辣烫（田村店）"
1739,116.25,39.93,491995,3049,48,30,5,20,true,false,0,true,"好嫂子（金沟河店）"
1740,116.25,39.93,1978169,2822,46,32,4,20,false,false,0,false,"35秒烤肉拌饭（武警总医院店）"
1741,116.25,39.93,97310,2557,47,46,7,20,true,false,0,false,"和合谷(海淀区田村店)"
1742,116.25,39.93,112790,2535,47,30,6,20,true,false,0,true,"嘉和一品粥(永定路店)"
1743,116.25,39.93,456391,2399,48,58,19,78,true,false,0,false,"首迩紫菜包饭（总部基地店）"
1744,116.25,39.93,1406703,2283,49,89,59,158,true,false,0,false,"河风精致寿司"
1745,116.25,39.93,1281559,2264,45,43,3,0,true,false,0,false,"焦耳川式快餐（田村店）"
1746,116.25,39.93,703306,2255,47,36,4,20,false,false,0,false,"驴肉火烧"
1747,116.25,39.93,224027,2253,47,59,7,0,false,false,0,false,"麻辣村.麻辣香锅烤鱼"
1748,116.25,39.93,202314,2194,47,83,35,0,false,false,0,false,"辣私房（小龙虾海鲜外卖）"
1749,116.25,39.93,530685,2167,48,107,0,0,true,false,0,false,"美味可口蛋糕"
1750,116.25,39.93,422608,2090,48,33,6,20,true,false,0,true,"庆丰包子铺（美丽园店）"
1751,116.25,39.93,1391957,2015,47,57,10,0,false,false,0,false,"花果园（水果切）"
1752,116.25,39.93,1170023,1992,48,102,20,50,true,false,0,false,"7cake榴莲千层蛋糕"
1753,116.25,39.93,663392,1991,47,30,6,20,true,false,0,true,"吉祥馄饨（武警医院店）"
1754,116.25,39.93,1540699,1934,43,53,4,20,true,false,0,false,"麦堡王（风尚城堡）"
1755,116.25,39.93,772714,1924,45,30,3,20,false,false,0,false,"黄焖鸡米饭云南过桥米线"
1756,116.26,39.93,325854,7410,48,30,5,20,true,false,0,true,"金百万美食MALL（万城店）"
1757,116.26,39.93,164948,6351,48,61,15,30,true,false,0,false,"果腿儿鲜果切"
1758,116.26,39.93,19177,5836,47,67,20,0,true,false,0,false,"麻辣诱惑·麻辣小龙虾·麻小外卖"
1759,116.26,39.93,943862,5185,47,68,15,0,true,false,0,false,"老婆很芒"
1760,116.26,39.93,1030344,4629,46,30,3,20,true,false,0,false,"张亮麻辣烫（金沟河店）"
1761,116.26,39.93,1803304,3702,46,35,3,20,false,false,0,false,"李记 凉皮肉夹馍"
1762,116.26,39.93,1081706,3564,48,61,15,20,true,false,0,false,"果腿儿鲜果切"
1763,116.26,39.93,379616,3083,46,32,3,25,true,false,0,false,"张亮麻辣烫（田村店）"
1764,116.26,39.93,491995,3049,48,30,5,20,true,false,0,true,"好嫂子（金沟河店）"
1765,116.26,39.93,1978169,2822,46,32,4,20,false,false,0,false,"35秒烤肉拌饭（武警总医院店）"
1766,116.26,39.93,97310,2557,47,46,7,20,true,false,0,false,"和合谷(海淀区田村店)"
1767,116.26,39.93,112790,2535,47,30,6,20,true,false,0,true,"嘉和一品粥(永定路店)"
1768,116.26,39.93,456391,2399,48,58,19,78,true,false,0,false,"首迩紫菜包饭（总部基地店）"
1769,116.26,39.93,1406703,2283,49,89,49,158,true,false,0,false,"河风精致寿司"
1770,116.26,39.93,1281559,2264,45,43,3,0,true,false,0,false,"焦耳川式快餐（田村店）"
1771,116.26,39.93,703306,2255,47,36,4,20,false,false,0,false,"驴肉火烧"
1772,116.26,39.93,224027,2253,47,59,7,0,false,false,0,false,"麻辣村.麻辣香锅烤鱼"
1773,116.26,39.93,202314,2194,47,83,35,0,false,false,0,false,"辣私房（小龙虾海鲜外卖）"
1774,116.26,39.93,530685,2167,48,107,0,0,true,false,0,false,"美味可口蛋糕"
1775,116.26,39.93,422608,2090,48,30,5,20,true,false,0,true,"庆丰包子铺（美丽园店）"
1776,116.26,39.93,1391957,2015,47,57,10,0,false,false,0,false,"花果园（水果切）"
1777,116.26,39.93,1170023,1992,48,102,20,50,true,false,0,false,"7cake榴莲千层蛋糕"
1778,116.26,39.93,663392,1991,47,30,6,20,true,false,0,true,"吉祥馄饨（武警医院店）"
1779,116.26,39.93,267702,1950,45,38,6,20,true,false,0,true,"大鸭梨烤鸭(八里庄店)"
1780,116.26,39.93,1540699,1934,43,53,4,20,true,false,0,false,"麦堡王（风尚城堡）"
1781,116.27,39.93,325854,7410,48,30,5,20,true,false,0,true,"金百万美食MALL（万城店）"
1782,116.27,39.93,164948,6351,48,61,15,30,true,false,0,false,"果腿儿鲜果切"
1783,116.27,39.93,19177,5836,47,67,20,0,true,false,0,false,"麻辣诱惑·麻辣小龙虾·麻小外卖"
1784,116.27,39.93,943862,5185,47,68,15,0,true,false,0,false,"老婆很芒"
1785,116.27,39.93,992456,4634,46,61,8,20,true,false,0,true,"绿茶餐厅（北京凯德晶品店）"
1786,116.27,39.93,1030344,4629,46,30,3,20,true,false,0,false,"张亮麻辣烫（金沟河店）"
1787,116.27,39.93,1803304,3702,46,35,3,20,false,false,0,false,"李记 凉皮肉夹馍"
1788,116.27,39.93,1081706,3564,48,61,15,20,true,false,0,false,"果腿儿鲜果切"
1789,116.27,39.93,1757868,3303,48,36,4,0,true,false,0,false,"火慢炖排骨米饭"
1790,116.27,39.93,379616,3083,46,32,3,25,true,false,0,false,"张亮麻辣烫（田村店）"
1791,116.27,39.93,491995,3049,48,30,5,20,true,false,0,true,"好嫂子（金沟河店）"
1792,116.27,39.93,1978169,2822,46,32,4,20,false,false,0,false,"35秒烤肉拌饭（武警总医院店）"
1793,116.27,39.93,97310,2557,47,46,7,20,true,false,0,false,"和合谷(海淀区田村店)"
1794,116.27,39.93,112790,2535,47,30,6,20,true,false,0,true,"嘉和一品粥(永定路店)"
1795,116.27,39.93,456391,2399,48,58,19,78,true,false,0,false,"首迩紫菜包饭（总部基地店）"
1796,116.27,39.93,2046210,2310,45,34,4,20,false,false,0,false,"私菜益汤（航天桥店）"
1797,116.27,39.93,1406703,2283,49,89,49,158,true,false,0,false,"河风精致寿司"
1798,116.27,39.93,1281559,2264,45,43,3,0,true,false,0,false,"焦耳川式快餐（田村店）"
1799,116.27,39.93,703306,2255,47,36,4,20,false,false,0,false,"驴肉火烧"
1800,116.27,39.93,224027,2253,47,59,7,0,false,false,0,false,"麻辣村.麻辣香锅烤鱼"
1801,116.27,39.93,202314,2194,47,83,35,0,false,false,0,false,"辣私房（小龙虾海鲜外卖）"
1802,116.27,39.93,530685,2167,48,107,0,0,true,false,0,false,"美味可口蛋糕"
1803,116.27,39.93,299537,2128,45,47,1,20,false,false,0,false,"嘚德饭"
1804,116.27,39.93,422608,2090,48,30,5,20,true,false,0,true,"庆丰包子铺（美丽园店）"
1805,116.27,39.93,1391957,2015,47,57,10,0,false,false,0,false,"花果园（水果切）"
1806,116.28,39.93,325854,7410,48,30,6,20,true,false,0,true,"金百万美食MALL（万城店）"
1807,116.28,39.93,164948,6351,48,61,8,20,true,false,0,false,"果腿儿鲜果切"
1808,116.28,39.93,19177,5836,47,67,20,0,true,false,0,false,"麻辣诱惑·麻辣小龙虾·麻小外卖"
1809,116.28,39.93,12721,5749,48,37,26,0,false,false,0,false,"极速汉堡"
1810,116.28,39.93,998212,5467,47,36,8,30,false,false,0,false,"小俩口烤肉拌饭"
1811,116.28,39.93,312176,5407,44,33,4,20,false,false,0,false,"大粥锅（万寿路店）"
1812,116.28,39.93,356830,5289,46,34,6,20,true,false,0,true,"田老师红烧肉(紫竹院一店)"
1813,116.28,39.93,943862,5185,47,68,15,0,true,false,0,false,"老婆很芒"
1814,116.28,39.93,339510,4890,46,35,5,15,true,false,0,false,"张亮麻辣烫（厂洼店"
1815,116.28,39.93,17765,4707,46,36,7,15,false,false,0,false,"东北特味"
1816,116.28,39.93,992456,4634,46,58,7,20,true,false,0,true,"绿茶餐厅（北京凯德晶品店）"
1817,116.28,39.93,1030344,4629,46,30,3,20,true,false,0,false,"张亮麻辣烫（金沟河店）"
1818,116.28,39.93,325764,4214,48,45,7,30,true,false,0,true,"京味斋(北洼路)"
1819,116.28,39.93,1803304,3702,46,35,3,20,false,false,0,false,"李记 凉皮肉夹馍"
1820,116.28,39.93,1081706,3564,48,61,15,20,true,false,0,false,"果腿儿鲜果切"
1821,116.28,39.93,458637,3516,46,34,3,15,true,false,0,false,"焦耳川式快餐（航天桥店）"
1822,116.28,39.93,112780,3383,47,32,7,20,true,false,0,true,"嘉和一品粥(北洼路店)"
1823,116.28,39.93,1757868,3303,48,36,3,0,true,false,0,false,"小火慢炖排骨米饭"
1824,116.28,39.93,498,3171,47,35,8,30,true,false,0,true,"宏状元(花园桥店)"
1825,116.28,39.93,379616,3083,46,32,3,25,true,false,0,false,"张亮麻辣烫（田村店）"
1826,116.28,39.93,491995,3049,48,30,6,20,true,false,0,true,"好嫂子（金沟河店）"
1827,116.28,39.93,819242,3016,45,37,4,15,true,false,0,false,"小暖便当（紫竹桥店）"
1828,116.28,39.93,1978169,2822,46,32,4,20,false,false,0,false,"35秒烤肉拌饭（武警总医院店）"
1829,116.28,39.93,1429281,2768,48,33,5,15,true,false,0,false,"叫了个鸡（紫竹桥店）"
1830,116.29,39.93,164948,6351,48,61,8,20,true,false,0,false,"果腿儿鲜果切"
1831,116.29,39.93,19177,5836,47,67,20,0,true,false,0,false,"麻辣诱惑·麻辣小龙虾·麻小外卖"
1832,116.29,39.93,12721,5749,48,37,26,0,false,false,0,false,"极速汉堡"
